index_process,Temp_naporowe_amin,Temp_naporowe_amax,Temp_naporowe_mean,Temp_naporowe_std,Temp_cyrkulacyjne_amin,Temp_cyrkulacyjne_amax,Temp_cyrkulacyjne_mean,Temp_cyrkulacyjne_std,Poziom_naporowe_amin,Poziom_naporowe_amax,Poziom_naporowe_mean,Poziom_naporowe_std,Poziom_cyrkulacyjne_amin,Poziom_cyrkulacyjne_amax,Poziom_cyrkulacyjne_mean,Poziom_cyrkulacyjne_std,kwas [m3]_amin,kwas [m3]_amax,kwas [m3]_mean,kwas [m3]_std,Kondensat [m3]_amin,Kondensat [m3]_amax,Kondensat [m3]_mean,Kondensat [m3]_std,Elektrolit [m3]_amin,Elektrolit [m3]_amax,Elektrolit [m3]_mean,Elektrolit [m3]_std,NaCl [kg]_amin,NaCl [kg]_amax,NaCl [kg]_mean,NaCl [kg]_std,Natezenie_prad_amin,Natezenie_prad_amax,Natezenie_prad_mean,Natezenie_prad_std,Spadek_napiecie_amin,Spadek_napiecie_amax,Spadek_napiecie_mean,Spadek_napiecie_std,Sklad_Au_amin,Sklad_Au_amax,Sklad_Au_mean,Sklad_Au_std,Sklad_Sb_amin,Sklad_Sb_amax,Sklad_Sb_mean,Sklad_Sb_std,Sklad_Bi_amin,Sklad_Bi_amax,Sklad_Bi_mean,Sklad_Bi_std,Sklad_Ca_amin,Sklad_Ca_amax,Sklad_Ca_mean,Sklad_Ca_std,Sklad_Fe_amin,Sklad_Fe_amax,Sklad_Fe_mean,Sklad_Fe_std,Sklad_Ni_amin,Sklad_Ni_amax,Sklad_Ni_mean,Sklad_Ni_std,Sklad_Zawiesina_amin,Sklad_Zawiesina_amax,Sklad_Zawiesina_mean,Sklad_Zawiesina_std,Sklad_Zn_amin,Sklad_Zn_amax,Sklad_Zn_mean,Sklad_Zn_std,Sklad_H2SO4_amin,Sklad_H2SO4_amax,Sklad_H2SO4_mean,Sklad_H2SO4_std,Sklad_Cu_amin,Sklad_Cu_amax,Sklad_Cu_mean,Sklad_Cu_std,Sklad_Cl_amin,Sklad_Cl_amax,Sklad_Cl_mean,Sklad_Cl_std,Tiomocznik_amin,Tiomocznik_amax,Tiomocznik_mean,Tiomocznik_std,NaCl_amin,NaCl_amax,NaCl_mean,NaCl_std,Klej_amin,Klej_amax,Klej_mean,Klej_std
1382,57.9368332544962,61.7973665237426,59.94881491145508,0.48532956139028816,53.1676832834879,59.8545501073201,56.270800935073616,1.0693123202353318,74.3400330861409,75.6552997589111,75.00104840458691,0.09485966531578442,62.2734497706095,95.2991172790527,81.24078923406209,6.334422342003924,0.0,5.0,1.5493562231759657,1.9801628322907374,0.0,60.0,19.313304721030043,23.5337366747521,-15.0,80.0,26.175965665236053,33.170262531559935,0.5,7.0,3.3948497854077253,2.186038989681402,12.98225,13.57575,13.078303648068669,0.08607817603580765,0.596636866666667,6.274453,5.774580720529328,0.5020713996050892,5.58,6.62,5.811416309012875,0.3751714126513374,0.19,0.22,0.19592274678111588,0.009699495508134889,0.073,0.08,0.07540343347639485,0.0015509691814492835,0.35,0.43,0.4093991416309013,0.03431069250175056,0.073,0.096,0.07770386266094421,0.007675691175102048,4.42,4.59,4.476008583690987,0.065112236747624,0.0012,0.005,0.002198283261802575,0.0016385434465748699,0.025,0.032,0.025484978540772536,0.0013035055931732967,165.16,176.06,170.65201716738196,3.4692749614760987,47.45,54.43,51.32180257510729,1.5419116590465445,0.035,0.042,0.03787553648068669,0.0023094544791184613,25.31,27.15,25.716223175965666,0.546635778298249,2.97,50.06,21.257682403433478,13.533909129654013,32.2,33.6,33.489957081545064,0.11292161552827268
1383,57.7938833236694,61.6514996210734,60.02652163643073,0.5415215101585388,54.4347800561937,58.9398831685384,56.5817785038036,0.9302791258000108,74.7678472227969,75.3672167460123,75.0008256606786,0.05291487099466625,67.3403504689534,92.1415500640869,79.89073315666228,5.10625245201393,0.0,5.0,1.4497816593886463,1.750529354879182,0.0,60.0,10.096069868995633,20.073755064288836,-3.0,49.0,6.620087336244541,15.637329885797358,0.5,7.0,3.4737991266375547,2.064574628844743,4.3825,13.64875,13.318461790393012,0.6463854713217305,0.401471013333333,6.56422633333333,5.858337714366812,0.6017018781363809,4.95,5.42,5.294803493449781,0.2082247031581172,0.16,0.19,0.16799126637554584,0.013290938499454289,0.058,0.067,0.06039737991266376,0.003987281549836298,0.36,0.43,0.41135371179039304,0.031012189832060083,0.072,0.08,0.07413100436681222,0.003544250266521151,4.07,4.1,4.0779912663755455,0.013290938499453448,0.002,0.0076,0.0034917030567685587,0.0024809751865648034,0.022,0.024,0.02253275109170306,0.0008860625666302893,162.53,184.63,169.8440174672489,6.772884114449638,44.69,48.93,47.03489082969432,1.2280081616370169,0.035,0.04,0.0371703056768559,0.0015423240588939386,20.27,21.76,20.911266375545853,0.46325096808815786,2.96,50.05,21.182270742358078,12.647228289929977,26.23,27.86,27.26825327510917,0.506372987270286
1384,58.5194666544596,61.5232497533162,59.98083708305005,0.49551289281563615,54.3658166249593,59.1564744205798,56.65849735823308,0.8664543631873591,74.7699170430501,75.1815999348958,74.99988397840208,0.03703148848697648,68.9440667470296,95.5488665262858,80.20684250929231,5.582088543159772,0.0,5.0,1.2821576763485478,1.56100031764931,0.0,50.0,12.759336099585063,16.084418118914545,-33.0,80.0,3.219917012448133,25.478532172394704,0.5,8.0,3.879668049792531,2.4853825773945952,10.89625,13.6065,13.291315352697096,0.40100061582036517,0.423444316666667,6.17587816666667,5.814491522683264,0.5474821642327159,5.45,5.58,5.489377593360996,0.0598611810428984,0.2,0.22,0.20605809128630706,0.00920941246813814,0.068,0.078,0.07102904564315353,0.00460470623406907,0.4,0.47,0.4487966804979253,0.032232943638483585,0.078,0.091,0.08193775933609959,0.005986118104289814,4.24,4.25,4.243029045643154,0.004604706234069678,0.0026,0.0086,0.004417427385892116,0.00276282374044145,0.024,0.028,0.02521161825726141,0.0018418824936276316,163.06,172.26,169.41352697095434,2.185186016180586,48.35,52.62,50.909543568464734,1.477927673287457,0.034,0.041,0.037199170124481325,0.0019391147400563337,20.33,21.76,20.9254356846473,0.454212593640137,2.97,50.03,23.436639004149377,14.654200901902012,26.18,27.87,27.290000000000003,0.5049744217944898
1385,57.4159335454305,61.9224501927693,59.85516635072824,0.6097760005469192,52.9388666152954,63.3706832249959,56.605147899279835,1.2872270183939811,74.6580666859944,75.5168496449788,75.00008873778056,0.0821719403320091,66.5600495656331,91.5636833190918,80.56993064554115,5.247567057578636,0.0,5.0,2.4482758620689653,1.9364685672305895,0.0,60.0,23.17241379310345,24.096215679446384,-28.0,59.0,14.10344827586207,23.507261379182783,0.5,8.0,4.520689655172414,2.0042134355023977,10.79075,13.591,13.220418103448276,0.3464647407499004,0.423902083333333,8.472091,7.14403579545977,0.7128292066023472,5.91,6.12,6.025862068965517,0.10461718785985573,0.17,0.18,0.17448275862068965,0.004981770850469341,0.063,0.064,0.06344827586206896,0.0004981770850469591,0.33,0.43,0.38517241379310346,0.049817708504693636,0.074,0.088,0.0802758620689655,0.00697447919065713,4.34,4.49,4.422758620689655,0.07472656275703998,0.0018,0.0062,0.003772413793103448,0.0021919791742065235,0.025,0.029,0.026793103448275863,0.001992708340187751,164.38,175.42,170.0053793103448,3.8179697172974416,42.85,53.29,49.897724137931036,2.4466336578688623,0.032,0.04,0.03664137931034483,0.0020803109365308873,20.34,21.74,20.95944827586207,0.4098421998809294,2.96,50.03,27.110758620689655,11.77707802880459,26.66,28.01,27.406172413793104,0.4931736479042942
1386,58.0338998794555,61.3033000946044,59.9518712431227,0.5244671807673869,54.7288668314615,58.4772331237793,56.76416789318371,0.6923026094481055,74.7772998809814,75.3783003489176,74.99993779546173,0.04769603710563958,64.5013501485188,93.2637997945149,80.59553843076118,5.681075409130044,0.0,6.0,2.0134228187919465,2.2140858437857904,0.0,64.0,14.818791946308725,26.314864688730534,-4.0,15.0,2.4966442953020134,6.341169167572232,0.5,8.5,3.1124161073825505,2.6974136885944033,4.3825,13.64875,13.384313758389263,0.6157492299525625,0.39826655,8.78933066666667,6.9109902037897095,1.6731302642470436,6.65,6.73,6.687315436241612,0.03997694407050753,0.2,0.22,0.2093288590604027,0.00999423601762681,0.075,0.076,0.07553355704697987,0.0004997118008813411,0.39,0.51,0.45402684563758394,0.05996541610576082,0.076,0.089,0.08206375838926173,0.00649625341145738,4.68,4.88,4.773288590604026,0.09994236017626851,0.0028,0.0088,0.005598657718120806,0.0029982708052880393,0.028,0.03,0.02893288590604027,0.0009994236017626802,159.38,175.16,167.86060402684564,5.422273334937275,45.19,50.3,48.198489932885906,1.5826326152483428,0.026,0.051,0.03998657718120806,0.006385997494709863,19.99,21.74,20.960738255033558,0.4082278263358859,2.96,50.64,18.906476510067115,16.138737157478193,26.36,28.04,27.42258389261745,0.48717114576046566
1387,56.2781331380208,62.5740000406901,58.85681324272238,1.0671491262882922,52.7080163319905,58.7750834782918,55.415144856227414,1.0195555253430402,74.6156331380208,75.4866163889567,75.00070841707144,0.09100718445430753,64.6129499435424,93.1912998199463,80.46306858710213,5.939011252757302,0.0,5.0,2.0,1.7793137572695008,0.0,50.0,12.711864406779661,21.817853979112524,-2.0,79.0,21.89830508474576,30.660637966606192,0.5,6.5,2.940677966101695,2.0753564077664164,10.79075,13.44975,13.204852754237287,0.32047469492633346,0.421155433333333,6.2758265,5.738983091878531,0.5761134863279084,5.78,6.0,5.921694915254237,0.10555873697974431,0.17,0.18,0.17355932203389832,0.004798124408170194,0.065,0.065,0.065,0.0,0.34,0.41,0.38508474576271184,0.03358687085719123,0.075,0.08,0.07677966101694916,0.002399062204085098,3.97,4.2,4.118135593220339,0.11035686138791378,0.0024,0.008,0.004393220338983051,0.0026869496685752972,0.024,0.026,0.024711864406779662,0.0009596248816340391,164.9,170.42,167.60711864406778,1.7464283804357037,43.68,49.14,45.85423728813559,1.498608947490082,0.035,0.045,0.03874576271186441,0.0029090802543816946,20.35,21.75,20.887542372881356,0.41469175723186175,2.95,38.74,17.66237288135593,12.144816400806725,25.78,27.91,27.35169491525424,0.5060381031566481
1388,58.5194666544596,61.5232497533162,59.97293785897063,0.4540639762746877,54.3658166249593,59.1564744205798,56.72392244179475,0.8113807432894858,74.7653001149495,75.3319999694824,75.00067537688984,0.04475940614668533,68.9440667470296,95.5488665262858,80.16331933893565,5.498747977912358,0.0,5.0,1.4426877470355732,1.606557707642084,0.0,60.0,11.620553359683795,16.26120774943717,-33.0,58.0,-1.3636363636363635,19.217483922503707,0.5,8.0,3.7490118577075098,2.2487317880576034,10.89625,13.6065,13.328346837944665,0.4168680989408576,0.4541154,6.26682333333333,5.809392482476944,0.5893280276065505,5.45,5.58,5.501897233201581,0.06379186543352489,0.2,0.22,0.20798418972332017,0.00981413314361932,0.068,0.078,0.07199209486166008,0.00490706657180966,0.4,0.47,0.4420553359683795,0.03434946600266769,0.078,0.091,0.0831897233201581,0.006379186543352596,4.24,4.25,4.24399209486166,0.004907066571810233,0.0026,0.0086,0.004995256916996048,0.002944239943085802,0.024,0.028,0.025596837944664032,0.0019628266287238664,163.06,172.26,168.8484584980237,2.822698176442977,48.35,52.62,50.95177865612648,1.4485664774877833,0.034,0.044,0.03751778656126482,0.001936665806567202,20.33,21.73,20.90671936758893,0.4076742838671444,2.97,47.63,22.660711462450593,13.340133395720676,26.18,27.87,27.377707509881425,0.49904699000899444
1389,57.6676335652669,62.1041835149129,60.148084764883826,0.5636620648881914,53.8026332219441,59.05118338267,56.867008845417196,0.8909914147338026,74.7857285839016,75.3434832255045,75.00056340632321,0.05195083614718048,66.3453332265218,92.7630004882812,80.83616527377116,6.163268531088763,0.0,5.0,2.4415584415584415,1.9615444657552248,0.0,50.0,14.632034632034632,20.38154780824225,-4.0,106.0,27.948051948051948,37.65226343582504,0.5,6.5,3.6645021645021645,1.843612849282292,10.89625,13.6065,13.317392857142858,0.39828622906645417,0.370036933333333,6.40965,5.7799863748917755,0.5562690249585237,5.32,5.4,5.348051948051949,0.03825676277944271,0.18,0.19,0.1864935064935065,0.004782095347430269,0.063,0.069,0.0668961038961039,0.002869257208458168,0.33,0.42,0.3884415584415585,0.04303885812687239,0.072,0.076,0.0734025974025974,0.0019128381389720988,4.13,4.39,4.2988311688311684,0.12433447903318612,0.002,0.005,0.003051948051948052,0.0014346286042290792,0.025,0.025,0.025,0.0,160.83,174.11,168.91181818181818,3.80850663210638,42.45,49.25,44.118701298701296,1.109148146276953,0.035,0.04,0.03755844155844156,0.001666760772799639,18.48,21.73,20.836406926406926,0.4915791667363515,2.98,38.76,21.98952380952381,10.818230717599489,26.59,27.86,27.354632034632036,0.4966905419348897
1390,58.0338998794555,61.3033000946044,60.00755045949468,0.5199954446694688,54.8886335372924,58.4772331237793,56.85502807867291,0.6517130617945747,74.545216623942,75.6428332010905,75.00143530495494,0.06699276309622075,64.5013501485188,93.2637997945149,80.26820041614592,5.944721868432761,0.0,6.0,2.111888111888112,2.2198621582143816,0.0,64.0,15.664335664335665,26.821291373843618,-4.0,92.0,2.923076923076923,8.339360843089537,0.5,8.5,2.6538461538461537,2.3865344243702946,4.3825,13.64875,13.41199562937063,0.6254918918571809,0.5139317,9.59990233333333,7.326972851048951,1.7793986065730283,6.65,6.73,6.691678321678323,0.040034827188968,0.2,0.22,0.21041958041958042,0.010008706797242015,0.075,0.076,0.07547902097902098,0.000500435339862101,0.39,0.51,0.4474825174825175,0.06005224078345223,0.076,0.089,0.08277272727272726,0.006505659418207303,4.68,4.88,4.784195804195804,0.10008706797242063,0.0028,0.0088,0.0059258741258741265,0.003002612039172614,0.028,0.03,0.029041958041958037,0.0010008706797242017,159.38,175.16,167.51692307692306,5.310683932664312,45.19,50.3,48.16003496503497,1.607173938610434,0.03,0.051,0.04093006993006993,0.005404546948116083,19.99,21.25,20.945944055944057,0.3751532791062806,2.96,50.64,16.116083916083916,14.398396501119816,26.36,28.04,27.483846153846155,0.4678655123556584
1391,56.2781331380208,62.5740000406901,59.26108239385467,1.1221799265424806,52.7080163319905,58.7750834782918,55.9089693759592,1.1706079408295578,74.6156331380208,75.4866163889567,74.99948535862511,0.09114800617762955,64.6129499435424,93.1912998199463,80.5261955948462,5.641716258531803,0.0,5.0,1.7946127946127945,1.5601361908580074,0.0,50.0,8.080808080808081,18.435979493515934,-2.0,79.0,15.983164983164983,29.078465366266283,0.5,6.5,2.378787878787879,1.9535452557693829,10.79075,13.591,13.258393939393939,0.3579109114770887,0.379650276666667,9.259468,7.177017840325476,0.8502445579687199,5.78,6.0,5.88074074074074,0.10979460303154537,0.17,0.18,0.17542087542087542,0.004990663774161148,0.065,0.065,0.065,0.0,0.34,0.41,0.3720538720538721,0.03493464641912836,0.075,0.08,0.0777104377104377,0.0024953318870805834,3.97,4.2,4.075319865319866,0.11478526680570585,0.0024,0.008,0.0054356902356902355,0.002794771713530275,0.024,0.026,0.025084175084175084,0.0009981327548322437,162.8,170.42,166.82319865319866,2.1472624473584654,43.68,47.72,45.41026936026936,1.3237865152700057,0.035,0.045,0.03885185185185185,0.0031459333904100503,20.35,21.29,20.96060606060606,0.3660845185102429,2.95,38.74,14.13919191919192,11.439431509638851,25.78,27.91,27.495858585858585,0.467191891751408
1392,57.2524669011433,62.6819163004557,60.11558469825618,0.6152495327419846,53.8026332219441,62.6557168324788,56.80418835428289,1.02017848367236,74.668183517456,75.3434832255045,74.99994110299222,0.05738813300214673,66.3453332265218,94.3876335144043,80.79967663467977,6.275671165587652,0.0,5.0,2.2006920415224913,1.9933569027241038,0.0,60.0,14.948096885813149,22.191106628094726,-4.0,106.0,22.71280276816609,35.18291304372358,0.5,6.5,3.0536332179930796,1.8924362284876957,10.89625,13.6065,13.387260380622838,0.4057679414242839,0.428632485166667,10.3172401851667,6.9877634546262986,1.7283102336806508,5.32,5.4,5.363737024221454,0.0398941313318782,0.18,0.19,0.18453287197231832,0.00498676641648472,0.063,0.069,0.065719723183391,0.0029920598498908197,0.33,0.42,0.37079584775086505,0.04488089774836237,0.072,0.076,0.07418685121107266,0.0019947065665938814,4.13,4.39,4.247854671280276,0.12965592682860066,0.002,0.005,0.0036401384083044985,0.0014960299249454146,0.025,0.025,0.025,0.0,160.83,174.11,169.5695847750865,3.4951125350330208,41.66,46.18,44.05342560553633,1.0383104409102266,0.035,0.044,0.0383840830449827,0.002242554642904591,18.21,21.24,20.34539792387543,1.0652193619266646,2.98,38.75,18.471245674740484,11.246660175784326,24.13,27.86,26.932906574394462,1.2436828687599195
1393,58.8242334365844,61.5232497533162,60.02218538595364,0.4177657526545277,55.2951667149861,59.1564744205798,56.888967610155,0.6693240657354823,74.7699170430501,75.1815999348958,75.00058283382587,0.03658458339110155,68.9440667470296,95.5488665262858,79.85748856072621,5.485679764016225,0.0,5.0,1.1866666666666668,1.4332779612781723,0.0,50.0,9.066666666666666,13.999999999999998,-33.0,25.0,-5.986666666666666,12.91333751259858,0.5,6.5,3.38,2.030745816548337,10.89625,13.6065,13.359735555555556,0.4011267167948121,0.697500533333333,6.47785866666667,5.7030108257037035,0.5882919822120658,5.45,5.58,5.506044444444445,0.064523651379177,0.2,0.22,0.20862222222222224,0.009926715596796476,0.068,0.078,0.0723111111111111,0.004963357798398238,0.4,0.47,0.43982222222222217,0.03474350458878765,0.078,0.091,0.08360444444444444,0.006452365137917715,4.24,4.25,4.244311111111111,0.004963357798399355,0.0026,0.0086,0.005186666666666667,0.002978014679038944,0.024,0.028,0.025724444444444446,0.001985343119359299,163.06,172.26,168.81075555555555,2.9682955453331044,48.35,52.56,50.93866666666667,1.4664583185348135,0.035,0.044,0.037706666666666666,0.0015932894992974254,20.33,21.26,20.911333333333335,0.3833394150656368,2.97,38.76,20.36617777777778,12.040318078545088,26.18,27.87,27.431955555555554,0.48745668102204115
1394,58.4648001352945,61.2297627077264,60.007004655187345,0.4139454509200384,54.9160999933878,60.0843500773112,56.901116499217125,0.66416251916542,74.7130330403645,75.41110013326,75.00028528017343,0.057718272559701474,66.94058303833,91.2692162831624,80.59226509702296,5.055130094090917,0.0,6.0,1.5326086956521738,1.4656137674759404,0.0,66.0,14.514492753623188,16.493628745558418,-17.0,138.0,15.257246376811594,42.509410102929884,1.0,8.5,3.943840579710145,2.8096454185767135,12.838,13.598,13.443827898550726,0.229603121614678,0.577562783333333,9.36948733333333,7.359733720591788,0.9318064916088591,5.6,6.1,5.830072463768116,0.249657208993924,0.19,0.2,0.1953985507246377,0.0049931441798784304,0.068,0.07,0.06907971014492754,0.000998628835975679,0.4,0.47,0.43221014492753623,0.0349520092591491,0.068,0.082,0.07555797101449277,0.006990401851829829,4.21,4.44,4.315833333333334,0.11484231613720544,0.002,0.0022,0.0020920289855072467,9.986288359756877e-05,0.025,0.028,0.026619565217391304,0.0014979432539635358,162.8,173.05,168.64376811594204,3.395862338552309,46.12,53.46,49.98007246376812,2.396108055349697,0.033,0.04,0.036684782608695655,0.00232110952070656,20.01,22.0,21.027427536231883,0.3857963360527459,5.98,50.64,23.428152173913045,16.548861290967054,26.71,27.86,27.505398550724635,0.4558598515071033
1395,58.4648001352945,61.2297627077264,60.0055155045123,0.4297101279105859,54.9160999933878,60.0843500773112,56.881115895591954,0.6990860335150496,74.7130330403645,75.3557282787258,74.99819371792464,0.050104460506175195,66.94058303833,91.2692162831624,80.47968984570613,5.145203679452661,0.0,5.0,1.4130434782608696,1.5550465382401428,0.0,50.0,15.717391304347826,17.067376172380193,-17.0,138.0,19.391304347826086,44.9430878641295,1.0,8.5,4.3826086956521735,2.849829869113855,12.838,13.598,13.41928695652174,0.239820514315953,0.459150966666667,6.3559375,5.685676596449275,0.566359954673597,5.6,6.1,5.871739130434783,0.24959621844340713,0.19,0.2,0.19456521739130433,0.004991924368868093,0.068,0.07,0.06891304347826088,0.0009983848737736378,0.4,0.47,0.4380434782608696,0.03494347058207714,0.068,0.082,0.07439130434782608,0.006988694116415414,4.21,4.44,4.335,0.11481426048396955,0.002,0.0022,0.0021086956521739132,9.983848737736282e-05,0.025,0.028,0.026369565217391307,0.0014975773106604418,163.85,173.05,169.48321739130435,2.984899710947163,46.12,52.99,49.38030434782608,2.171585136032611,0.033,0.04,0.03659565217391304,0.0023525473067408835,20.01,22.0,20.98921739130435,0.40836482495913473,5.98,50.64,26.178695652173914,16.751456093745393,26.71,27.86,27.460478260869564,0.47402415223832506
1396,56.5344000498453,63.0770667394002,59.829778027974314,0.8250788842520237,53.4365666071573,64.5157667795817,58.19308932033167,1.283309571020029,74.5557169596354,75.4045499165852,75.00169018204092,0.07542463241910241,67.645299911499,95.1011835734049,79.98995976524404,5.5124292350471125,0.0,5.0,1.6514522821576763,2.006989860152559,0.0,60.0,12.614107883817427,24.225770716428798,-3.0,35.0,2.995850622406639,7.599615080883593,0.5,5.5,2.612033195020747,1.6507259813670372,6.81425,13.63075,13.420009336099584,0.5686378251704302,0.32273325,6.46092133333333,5.812775657399723,0.5734707657605435,5.58,6.02,5.80091286307054,0.22045595903834997,0.18,0.2,0.1900414937759336,0.010020725410834137,0.063,0.067,0.06500829875518672,0.0020041450821668364,0.35,0.46,0.40477178423236515,0.05511398975958757,0.074,0.09,0.08203319502074688,0.008016580328667271,3.91,4.46,4.186141078838174,0.27556994879793695,0.002,0.0062,0.004108713692946058,0.002104352336275159,0.024,0.028,0.02600829875518672,0.0020041450821668178,160.69,172.53,168.4558091286307,3.4959795165422407,47.08,51.52,48.5850622406639,1.513957044836458,0.035,0.042,0.03888381742738589,0.001884970035092071,18.64,19.96,19.65597510373444,0.3747009688328323,2.95,32.74,15.542572614107884,9.641379656844428,26.25,27.96,27.495975103734438,0.4660614938441733
1397,58.6255002339681,61.4607166926066,60.0293137217007,0.4787325015730992,54.4347800561937,58.1896333058675,56.641867161898304,0.8046355937647853,74.7678472227969,75.2105504353841,75.00001085710328,0.0440636886431396,67.3403504689534,92.1415500640869,80.03540273381948,5.154829818792675,0.0,5.0,1.2456140350877194,1.5960380655744089,0.0,60.0,6.807017543859649,18.65186610308588,-3.0,49.0,1.7719298245614035,8.015442241139592,0.5,7.0,3.2017543859649122,2.1277682650204772,4.3825,13.64875,13.40385745614035,0.677245779042222,0.375377656666667,6.26499216666667,5.681549917573099,0.5383145076492786,4.95,5.42,5.197368421052632,0.2351906252124098,0.16,0.19,0.17421052631578948,0.015012167566749612,0.058,0.067,0.06226315789473685,0.004503650270024878,0.36,0.43,0.3968421052631579,0.03502839098908241,0.072,0.08,0.07578947368421053,0.004003244684466542,4.07,4.1,4.08421052631579,0.015012167566748901,0.002,0.0076,0.004652631578947368,0.0028022712791265876,0.022,0.024,0.022947368421052633,0.0010008111711166355,162.53,184.63,171.1357894736842,7.151043778868223,44.69,48.93,46.93157894736842,1.2876010401804485,0.035,0.043,0.03773684210526315,0.00202648816945735,20.27,21.25,20.942894736842103,0.37467924298840083,2.96,41.74,19.105394736842104,12.396384875973965,26.26,27.86,27.478684210526318,0.4705550441950776
1398,58.1414333343505,61.7649499893188,59.996202575143045,0.47228606800414036,54.48353322347,61.2202498753865,56.92673256793189,0.7770938562931324,74.6774499257405,75.3557282787258,74.99819637622427,0.05460081253225122,65.6614167531331,92.4902999877929,80.71555686118234,5.330315211806766,0.0,6.0,1.8223684210526316,1.7987967143603356,0.0,66.0,17.11842105263158,21.081308634340534,-17.0,138.0,12.111842105263158,39.84898048181827,0.5,8.5,3.9407894736842106,2.924198691699264,4.5285,13.608,13.433269736842105,0.6084544770825333,0.413068033333333,8.17896066666667,6.830684422039474,0.7466205558301284,5.6,6.16,5.828026315789473,0.25428613459858146,0.19,0.22,0.19769736842105265,0.007832436131766912,0.068,0.08,0.06997368421052633,0.0029605711883577725,0.38,0.47,0.42480263157894743,0.035431715477786264,0.068,0.088,0.0771842105263158,0.007286155824672387,4.0,4.44,4.281052631578947,0.1343123687613801,0.002,0.0022,0.0020894736842105265,9.960840470910115e-05,0.025,0.028,0.02665789473684211,0.0014941260706365148,160.26,173.05,167.7694736842105,3.971677583136366,46.12,53.46,50.08407894736842,2.4002302846788104,0.033,0.043,0.03698026315789473,0.0028527570932046762,20.01,21.24,21.02121710526316,0.3346938390694808,2.97,50.64,23.79779605263158,17.20748442420022,26.75,28.05,27.576447368421054,0.4177037778924893
1399,58.0338998794555,61.3033000946044,60.04315233712227,0.5021333780812114,54.9128164927164,58.4772331237793,56.940538623403555,0.6089838872753214,74.545216623942,75.6428332010905,75.0013151323415,0.07024032817351837,64.5013501485188,93.2637997945149,80.38062611736184,6.122058631378679,0.0,6.0,2.296577946768061,2.235100728771764,0.0,64.0,17.520912547528518,27.811774305207024,-4.0,92.0,3.908745247148289,11.58404566930056,0.5,5.5,2.1577946768060836,1.7639320243958128,4.3825,13.64875,13.440460076045627,0.646172544211189,0.415509483333333,10.4680003333333,6.952125137079213,1.6956528914170108,6.65,6.73,6.695931558935362,0.03963318295408354,0.2,0.22,0.21148288973384033,0.009908295738521002,0.075,0.076,0.07542585551330798,0.0004954147869260468,0.39,0.51,0.4411026615969582,0.05944977443112605,0.076,0.089,0.0834638783269962,0.006440392230038659,4.68,4.88,4.794828897338403,0.09908295738520966,0.0028,0.0088,0.006244866920152092,0.0029724887215563,0.028,0.03,0.029148288973384028,0.0009908295738521018,159.38,175.16,167.45562737642587,5.521912930338538,45.19,50.3,48.05087452471483,1.6203059022975523,0.036,0.051,0.0417490494296578,0.004774070095439884,19.99,21.25,20.99984790874525,0.3493603419618314,2.96,32.73,13.063079847908746,10.551856572165585,26.36,28.04,27.55079847908745,0.4357669921506903
1400,58.6255002339681,61.4607166926066,60.01430385772207,0.45424860396172323,54.4347800561937,58.1896333058675,56.73180322456483,0.762319259629777,74.7678472227969,75.2105504353841,75.00001275963433,0.04293609789261251,67.3403504689534,92.1415500640869,80.46948306198753,5.139880778331336,0.0,5.0,1.2043010752688172,1.4732077743609997,0.0,60.0,7.741935483870968,18.12004527711627,-32.0,15.0,-2.064516129032258,10.230937478524982,0.5,7.0,2.8763440860215055,2.0927107742772413,4.3825,13.64875,13.460356630824373,0.6274637289675821,0.2941984355,9.2548905,7.187550902337515,0.800102215755565,4.95,6.13,5.147168458781362,0.25698629055641575,0.16,0.23,0.17906810035842294,0.01579519393405327,0.058,0.092,0.0639068100358423,0.005528727155520215,0.36,0.43,0.3871326164874552,0.033954375502889725,0.072,0.088,0.07704659498207884,0.004098777789944419,4.07,4.36,4.092222222222222,0.035473276101118355,0.002,0.0076,0.005380645161290323,0.002736178795768571,0.022,0.024,0.023232974910394267,0.0009742302455326948,162.53,184.63,171.33641577060934,6.4700962419789025,44.69,49.55,47.2652329749104,1.389913769718848,0.035,0.043,0.03766308243727598,0.00230446060192869,20.27,21.25,21.027455197132618,0.32999723777982626,2.96,41.74,17.11100358422939,12.291654816414521,26.26,27.88,27.581612903225803,0.414794628014913
