Cykl_1,HMG,HL,Kondensat [m3]_amax,Kondensat [m3]_std,NaCl [kg]_mean,Sklad_Sb_amin,Sklad_Sb_amax,Sklad_Sb_mean,Sklad_Fe_amax,Sklad_Fe_mean,Sklad_H2SO4_mean,Sklad_Cu_amax,Sklad_Cu_mean,Sklad_Cl_amin,Tiomocznik_mean,NaCl_amin,NaCl_amax,NaCl_mean,NaCl_std
0,1,0,40.0,11.682062670406028,4.234375,0.21,0.21,0.21,0.1,0.1,168.16750000000002,48.78,46.4678125,0.032,22.2515625,5.95,54.03,28.01078125,14.207614644867691
1,1,0,60.0,14.297016048639662,3.67175572519084,0.18,0.19,0.1858778625954198,0.1,0.1,172.17435114503817,47.72,44.13374045801526,0.032,18.11667938931297,5.96,52.72,24.84675572519084,12.007972470168136
1,1,0,60.0,14.620334800201372,4.363636363636363,0.21,0.22,0.2153846153846154,0.11,0.1053846153846153,170.04993006993007,48.15,43.63741258741259,0.03,22.18465034965035,5.97,53.13,27.879300699300696,15.656741058147912
0,1,0,44.0,9.65606416498302,4.227436823104693,0.21,0.22,0.2150180505415162,0.11,0.1050180505415162,170.2094584837545,46.52,43.55812274368231,0.031,22.184007220216607,5.97,53.13,27.079602888086644,15.303976803470112
0,0,1,60.0,20.513020212160157,4.79182156133829,0.2,0.22,0.2098884758364312,0.13,0.1250557620817844,171.57516728624535,49.66,46.09717472118959,0.032,22.19784386617101,11.87,50.62,30.07483271375465,11.426930209834074
0,1,0,40.0,11.723368363393792,3.791338582677165,0.21,0.21,0.21,0.1,0.1,167.90137795275592,48.78,46.53740157480315,0.033,22.221496062992127,5.95,54.03,24.86468503937008,13.563535707497138
1,1,0,50.0,18.122461954607413,3.4664310954063606,0.21,0.22,0.2154063604240282,0.11,0.1045936395759717,174.2693992932862,49.92,48.796961130742055,0.032,22.722332155477037,5.95,53.16,22.781837455830388,13.247137365666331
1,0,1,60.0,19.859568029275444,4.737451737451737,0.2,0.22,0.2099613899613899,0.13,0.125019305019305,171.5741312741313,49.66,45.97567567567568,0.032,22.20992277992278,11.87,50.62,29.80942084942085,11.50719933280857
0,1,0,50.0,18.83866806713708,3.776470588235294,0.21,0.23,0.2200392156862745,0.11,0.11,170.66509803921568,50.74,46.6995294117647,0.032,22.21333333333333,5.98,51.54,24.42576470588235,10.78444264908972
1,1,0,60.0,22.355392200413647,3.4793103448275864,0.2,0.23,0.224103448275862,0.11,0.1099655172413793,172.6033448275862,49.66,47.66796551724138,0.033,20.306448275862067,5.99,54.01,22.74644827586207,14.139820606640416
1,1,0,50.0,18.65258430920767,3.682730923694779,0.21,0.23,0.2196385542168674,0.11,0.11,170.62265060240964,50.74,46.69951807228916,0.032,22.21574297188755,5.98,51.54,23.914618473895583,10.463167847562724
0,1,0,50.0,18.94426080430702,4.276041666666667,0.21,0.23,0.2181597222222222,0.11,0.10390625,169.08416666666665,48.31,45.76114583333334,0.033,21.874895833333333,5.94,53.67,27.087569444444444,10.538080853684145
0,1,0,40.0,14.898079220346002,4.093023255813954,0.21,0.23,0.2213178294573643,0.12,0.1156589147286821,172.73302325581398,50.27,47.438139534883724,0.033,21.908798449612405,5.96,51.24,26.658139534883723,12.764035001570242
0,1,0,50.0,19.68128403271674,4.16796875,0.21,0.23,0.218359375,0.11,0.1041796875,169.5399609375,48.31,45.8559375,0.033,21.8875390625,5.94,53.67,26.6210546875,11.010017330975012
1,1,0,50.0,17.88077269341887,3.480916030534351,0.21,0.22,0.2159541984732824,0.11,0.1040458015267175,174.17740458015268,49.92,48.85748091603053,0.032,22.439694656488548,5.95,53.16,22.98618320610687,13.67160928050525
1,1,0,60.0,17.718057505070586,4.7370517928286855,0.2,0.22,0.2115537848605578,0.13,0.1242231075697211,172.19800796812748,48.88,45.95884462151395,0.032,21.91143426294821,11.87,50.62,29.76856573705179,10.821012056857771
0,0,1,60.0,17.09630807485564,4.895522388059701,0.2,0.22,0.2122388059701492,0.13,0.1238805970149253,171.85373134328358,48.88,46.07537313432836,0.032,21.89597014925373,11.88,50.62,30.48231343283582,10.661594516029872
1,1,0,60.0,16.142589333638863,5.607547169811321,0.2,0.23,0.2073584905660377,0.12,0.113577358490566,169.75724528301888,47.99,45.94554716981132,0.032,27.09535849056604,17.87,51.46,34.7371320754717,9.310291230915356
1,0,1,60.0,14.486388158946497,5.044776119402985,0.2,0.22,0.2125373134328358,0.13,0.1234328358208955,171.79014925373136,48.88,46.09089552238806,0.032,21.886641791044777,11.89,50.62,31.37167910447761,10.309873189570755
0,1,0,44.0,12.850268937446636,3.779296875,0.21,0.22,0.2135546875,0.11,0.1035546875,171.2865234375,46.52,44.0846875,0.032,21.888203125,5.97,53.13,24.6879296875,14.134154628754656
0,1,0,60.0,22.15674707224252,3.684905660377359,0.2,0.23,0.2226415094339622,0.11,0.1096603773584905,172.80090566037734,49.66,47.64732075471698,0.033,19.9382641509434,5.99,54.01,24.11516981132076,13.800805973576232
0,0,1,44.0,13.201684945758483,5.130357142857143,0.2,0.22,0.212,0.13,0.1219285714285714,171.58685714285716,48.88,46.28528571428571,0.032,21.86475,17.55,50.62,31.8835,9.788364933149772
1,1,0,50.0,17.3491308603798,4.225806451612903,0.21,0.24,0.2190322580645161,0.11,0.1029749103942652,173.3489247311828,49.92,49.04401433691756,0.031,22.303763440860216,5.95,53.16,27.25899641577061,14.637042999396227
1,1,0,44.0,16.691597964076998,3.940944881889764,0.21,0.23,0.2235433070866141,0.12,0.1163779527559055,172.73645669291338,50.27,47.24220472440945,0.033,21.876417322834644,5.96,51.24,25.65484251968504,12.9345074119934
1,1,0,60.0,20.854040268179297,3.8129496402877696,0.2,0.23,0.2200719424460431,0.11,0.108705035971223,172.2140287769784,49.72,47.75280575539568,0.032,19.81852517985612,5.99,54.01,24.69971223021583,13.907376841187917
1,1,0,60.0,20.94417446123062,4.230337078651686,0.2,0.23,0.2216479400749063,0.11,0.1021161048689138,170.30745318352058,49.74,45.82670411985018,0.031,22.469250936329587,5.97,52.64,26.9661797752809,14.36810305332676
1,0,1,44.0,13.08104226814453,5.094076655052265,0.2,0.22,0.2117073170731707,0.13,0.119965156794425,171.97198606271778,48.88,46.61344947735192,0.032,21.835749128919858,11.89,50.62,31.58198606271777,10.111754699590971
0,1,0,50.0,17.390999782631653,3.680297397769517,0.19,0.21,0.2068773234200743,0.1,0.0984386617100371,167.69408921933086,48.78,45.86921933085502,0.033,21.845947955390336,5.95,54.03,23.542304832713757,12.6299665819809
1,1,0,50.0,14.803133422784494,5.696153846153846,0.2,0.23,0.2083461538461538,0.12,0.1107461538461538,169.37692307692308,47.99,46.28734615384615,0.032,27.09753846153846,17.87,51.46,34.94319230769231,9.245313839657529
1,1,0,50.0,22.018789840885667,4.462365591397849,0.21,0.23,0.2142293906810035,0.11,0.106831541218638,170.69741935483873,50.74,46.33222222222222,0.032,21.839175627240145,5.98,51.54,27.48032258064516,9.842756287464208
0,1,0,50.0,18.371132434405084,3.372093023255814,0.21,0.22,0.2134883720930232,0.11,0.1011162790697674,170.8760465116279,46.52,44.47201550387597,0.032,21.84616279069768,5.97,53.13,21.97251937984496,13.12973763483281
1,1,0,50.0,21.70995455844332,4.505660377358491,0.21,0.23,0.2136226415094339,0.11,0.1068566037735849,170.6086037735849,50.74,46.327773584905664,0.032,21.83377358490566,5.98,51.54,27.784754716981134,9.865967370487166
1,1,0,50.0,14.39918961615237,5.779411764705882,0.2,0.23,0.2097058823529412,0.12,0.1092941176470588,169.18,48.14,46.41058823529412,0.032,27.09746323529412,17.87,51.46,35.428823529411765,9.21177003066699
0,1,0,50.0,18.426643114539026,3.1640625,0.21,0.22,0.2134375,0.11,0.100203125,170.980859375,46.52,44.53578125,0.033,21.8308203125,5.97,53.13,20.7233984375,12.34084087505265
0,1,0,20.0,5.882553814910314,3.523809523809524,0.18,0.22,0.1892857142857142,0.1,0.0992063492063492,172.19444444444446,49.77,45.88841269841269,0.032,17.18329365079365,5.96,52.72,22.40873015873016,11.732977835954822
1,1,0,50.0,21.93725445323918,3.815884476534296,0.21,0.23,0.2150902527075812,0.11,0.0997653429602888,170.8024548736462,48.31,45.80039711191336,0.033,21.793249097472927,5.94,53.67,24.220288808664257,11.57890832644552
1,1,0,50.0,14.670241159884478,5.779411764705882,0.2,0.23,0.2102941176470588,0.12,0.108,169.10647058823528,48.14,46.50117647058824,0.032,27.09783088235294,17.87,51.46,35.428823529411765,9.211770351129772
1,1,0,60.0,17.306986948484795,4.3,0.21,0.24,0.2245714285714286,0.11,0.1011428571428571,172.61714285714288,51.29,49.09342857142857,0.031,22.097357142857145,5.95,53.16,27.261714285714284,15.307124559618186
0,1,0,50.0,20.22522895419436,3.816326530612245,0.21,0.23,0.2144489795918367,0.11,0.1003877551020408,170.0177142857143,48.31,45.64032653061225,0.033,21.80522448979592,5.94,53.67,24.21991836734694,11.736419252845169
1,1,0,50.0,14.69371084307572,3.5072463768115942,0.18,0.22,0.1930434782608695,0.1,0.0987826086956521,172.23956521739132,49.77,46.31173913043478,0.033,17.090072463768117,5.96,52.72,22.485869565217392,11.45721871553704
1,1,0,50.0,14.770511338794734,5.720588235294118,0.2,0.23,0.2105882352941176,0.12,0.1073529411764705,169.1535294117647,48.14,46.54176470588236,0.032,27.0975,12.77,51.46,35.344448529411764,9.313635426663936
0,1,0,50.0,18.02091627898636,2.8154981549815496,0.21,0.22,0.21380073800738,0.11,0.0979557195571955,171.5242435424354,47.78,45.08321033210332,0.033,21.79350553505535,5.97,53.13,18.442324723247232,11.269788659398078
0,1,0,50.0,15.763521109977692,4.2727272727272725,0.21,0.24,0.2248760330578512,0.11,0.1004132231404958,172.34264462809918,49.92,49.05330578512397,0.031,22.063925619834716,5.95,53.16,27.354752066115704,14.9067154984162
1,1,0,44.0,16.83760220735373,3.318681318681319,0.21,0.23,0.2294139194139194,0.12,0.1108241758241758,172.4772893772894,50.27,46.54051282051282,0.032,21.784578754578757,5.96,51.24,21.431538461538462,13.352459807786431
1,1,0,60.0,22.58675712762332,4.0285714285714285,0.2,0.23,0.2128571428571428,0.11,0.1062857142857142,171.55914285714286,49.72,47.66428571428571,0.032,19.44453571428572,5.99,54.01,25.63792857142857,14.742838854369912
1,1,0,50.0,14.227216953423788,3.391304347826087,0.18,0.22,0.1956521739130435,0.1,0.0984347826086956,172.53434782608693,49.77,46.40695652173913,0.033,16.96822463768116,5.96,52.72,21.62623188405797,11.864488906918744
1,1,0,50.0,18.496328333185943,3.696629213483146,0.19,0.21,0.2025842696629213,0.1,0.0962921348314606,168.34696629213482,46.94,45.37775280898877,0.033,21.7810861423221,5.95,54.03,23.89183520599251,13.342059957614882
0,1,0,44.0,16.988587077833,3.381679389312977,0.23,0.23,0.23,0.12,0.1104580152671755,172.18274809160306,49.24,46.3957251908397,0.032,21.77206106870229,5.96,51.24,21.86450381679389,13.453438661614523
0,1,0,50.0,15.327744747226983,5.550200803212851,0.2,0.23,0.210722891566265,0.11,0.1057108433734939,169.7385140562249,48.14,46.54096385542168,0.032,27.09755020080321,11.87,51.46,34.450843373493974,10.673361308630133
0,1,0,50.0,18.65320384930004,3.887096774193549,0.19,0.21,0.2029032258064516,0.1,0.0964516129032258,168.07580645161292,46.83,45.35322580645161,0.033,21.777540322580645,5.95,54.03,25.18056451612903,12.957890866665766
1,1,0,50.0,19.043622299451368,3.877192982456141,0.23,0.23,0.2299999999999999,0.12,0.1084210526315789,171.4726315789474,49.24,46.55705263157895,0.032,21.756771929824563,5.96,51.24,24.28333333333333,13.95552878138536
1,1,0,60.0,18.52079271645385,4.0,0.2,0.23,0.2165217391304348,0.1,0.0968550724637681,170.02420289855073,50.45,46.12347826086957,0.031,21.92036231884058,5.96,52.64,25.107065217391305,14.75253784303828
1,1,0,60.0,22.91495194462415,3.857142857142857,0.2,0.22,0.2111355311355311,0.11,0.1055677655677655,170.99575091575093,49.72,47.5340293040293,0.032,19.312637362637364,5.99,54.01,24.62106227106227,14.600059049027122
0,1,0,50.0,21.5978409224914,3.9343629343629343,0.21,0.21,0.21,0.11,0.102057915057915,169.67567567567568,50.74,45.85552123552124,0.032,21.746679536679537,5.94,51.54,24.10988416988417,11.701099315035735
0,1,0,50.0,18.94689391040784,3.226890756302521,0.21,0.22,0.2144957983193277,0.1,0.0964033613445378,171.3544537815126,47.78,45.66344537815126,0.033,21.740462184873948,8.86,53.13,20.007394957983195,10.333558494526738
0,1,0,40.0,15.971234099551031,4.042338709677419,0.2,0.23,0.2158467741935484,0.1,0.0966975806451612,170.20568548387098,50.45,46.084233870967736,0.031,21.852459677419358,5.96,52.64,25.032862903225805,15.043010895124857
1,1,0,60.0,22.177691493931466,4.0,0.2,0.22,0.21,0.11,0.105,170.6240625,49.72,47.495625,0.032,19.1766796875,5.99,54.01,24.77453125,14.582562692523304
0,1,0,60.0,20.3041037283824,3.778688524590164,0.22,0.24,0.2295081967213114,0.1,0.1,171.9604918032787,51.29,49.25754098360656,0.031,21.834959016393444,5.95,53.16,23.460204918032787,15.445575643326492
1,1,0,50.0,18.798582978291243,3.904564315352697,0.23,0.23,0.23,0.12,0.1074481327800829,172.08983402489628,49.24,46.49170124481328,0.032,21.726016597510373,5.97,51.24,23.74282157676349,13.79704335496796
1,1,0,50.0,13.75640970885772,2.828767123287671,0.18,0.24,0.2038356164383561,0.1,0.0976986301369863,172.28479452054793,49.77,47.334794520547945,0.034,16.723116438356165,5.96,52.72,17.8677397260274,9.698216243723977
0,1,0,50.0,20.90166626385225,4.068548387096774,0.21,0.22,0.2153629032258064,0.1,0.0973185483870967,171.6143548387097,47.88,45.5133064516129,0.033,21.70116935483871,5.96,53.67,24.74,11.564524211696517
0,1,0,60.0,19.93546070699665,3.8835341365461846,0.22,0.24,0.2310843373493976,0.1,0.1,171.90867469879518,51.29,49.202289156626506,0.031,21.757791164658634,5.96,53.16,23.59357429718876,15.03502230263152
0,1,0,40.0,15.890648340663066,4.407114624505929,0.2,0.23,0.2126877470355731,0.1,0.0959604743083004,170.0300790513834,50.45,46.502766798418975,0.031,21.74387351778656,5.96,52.64,26.538458498023715,15.471945745575272
1,1,0,50.0,18.319067533423134,4.84375,0.2,0.23,0.2178125,0.11,0.102875,168.400625,48.3,46.734375,0.033,27.0973828125,6.0,51.46,29.699296875,12.052183574582706
0,1,0,50.0,21.858819872500483,4.373493975903615,0.19,0.21,0.1982730923694779,0.1,0.0941365461847389,168.33947791164658,46.94,45.00401606425703,0.033,21.708032128514056,5.95,54.03,26.555261044176707,13.179339434721804
1,1,0,50.0,22.01727345922996,4.481481481481482,0.21,0.21,0.21,0.11,0.0998559670781893,169.58732510288067,50.74,45.422057613168725,0.032,21.700411522633743,5.94,51.54,26.753415637860083,12.245535544211524
1,1,0,60.0,18.809061286011215,4.121951219512195,0.22,0.24,0.2320325203252032,0.1,0.1,172.10227642276422,51.29,49.19390243902439,0.031,21.69995934959349,5.96,53.16,24.765,14.978024848669031
1,1,0,60.0,19.52275904623425,3.918367346938776,0.2,0.22,0.2085714285714285,0.11,0.1033333333333333,169.33285714285714,49.72,47.57013605442177,0.032,19.093231292517007,5.99,54.01,24.075408163265305,15.889081435917015
0,1,0,50.0,15.582633484063384,4.857740585774058,0.2,0.23,0.2185774058577406,0.11,0.1025690376569037,168.13259414225942,48.3,46.70129707112971,0.033,27.097280334728037,11.87,51.46,29.29686192468619,11.77741114253684
0,1,0,50.0,22.189101586369976,4.359504132231405,0.21,0.22,0.2164049586776859,0.1,0.096797520661157,171.61847107438015,47.88,45.62413223140496,0.033,21.67834710743801,5.96,41.74,26.07293388429752,12.000209406357891
0,1,0,50.0,19.32135859689289,4.431818181818182,0.2,0.23,0.2195833333333333,0.11,0.1018712121212121,167.8587121212121,48.3,46.89590909090909,0.033,27.09757575757576,5.96,41.75,26.52234848484848,13.301925093522588
0,1,0,40.0,14.973067556415351,4.593117408906883,0.2,0.23,0.210080971659919,0.1,0.0953522267206477,170.29190283400808,50.45,46.75076923076923,0.031,21.696315789473683,5.96,47.63,27.11315789473684,15.375430714681126
1,1,0,40.0,16.299774747724832,4.397058823529412,0.2,0.23,0.2105882352941176,0.1,0.0956764705882353,170.95029411764708,52.03,47.248823529411766,0.031,21.696617647058822,5.96,47.63,25.939485294117645,15.105426889211635
1,1,0,50.0,22.132929550813245,4.3559322033898304,0.21,0.22,0.2166101694915254,0.1,0.0966949152542372,171.64966101694915,47.88,45.65559322033898,0.033,21.678008474576277,5.96,41.74,26.05504237288136,12.216639768456767
0,1,0,50.0,22.09693365576879,4.604166666666667,0.19,0.21,0.1965833333333333,0.1,0.0932916666666666,169.0585,46.94,44.69791666666666,0.033,21.698958333333334,5.95,41.75,27.339583333333334,12.567021356195948
1,1,0,50.0,22.11046166253261,4.283636363636363,0.19,0.21,0.1977818181818182,0.14,0.098690909090909,169.34843636363635,46.94,44.65585454545455,0.033,21.699127272727274,5.95,41.75,25.306545454545454,12.935708177434991
1,1,0,50.0,19.416345663572603,3.8925619834710745,0.23,0.23,0.23,0.12,0.1026446280991735,170.861652892562,49.24,46.46413223140496,0.032,21.697355371900827,5.97,47.64,23.448636363636364,14.472488201076226
0,1,0,50.0,19.86178134324114,4.584362139917696,0.2,0.23,0.2210699588477366,0.11,0.1013744855967078,167.6995061728395,48.3,46.98769547325103,0.033,27.09753086419753,5.96,41.75,27.512345679012345,13.330165127495354
0,1,0,40.0,15.749750729921027,4.461538461538462,0.2,0.23,0.2095384615384615,0.1,0.095476923076923,170.80246153846153,52.03,47.412615384615385,0.031,21.69630769230769,5.96,47.63,26.683038461538462,14.919245571258068
0,1,0,50.0,14.86625290249281,2.8536585365853657,0.18,0.24,0.2121951219512195,0.1,0.0972682926829268,171.83284552845527,49.77,47.88032520325203,0.034,16.6989837398374,5.96,35.75,17.186341463414635,9.412486215902756
1,1,0,50.0,20.19628580888844,3.782608695652174,0.21,0.23,0.213768115942029,0.11,0.0977681159420289,168.56173913043477,50.74,45.19869565217391,0.032,21.698876811594204,5.94,41.79,22.546485507246377,14.448117623972786
0,1,0,50.0,17.080301363789545,2.9853479853479854,0.18,0.24,0.2156043956043956,0.1,0.0975384615384615,171.78908424908423,50.48,48.159853479853474,0.034,16.699120879120876,5.96,35.75,17.729853479853478,9.658445480308927
1,1,0,50.0,18.33615966571106,3.5886792452830187,0.23,0.24,0.2318490566037736,0.12,0.1004528301886792,169.5283396226415,49.24,46.73566037735849,0.031,21.69732075471698,5.97,44.66,21.130528301886795,14.56691837979043
1,1,0,50.0,22.53627948440981,4.4603174603174605,0.19,0.21,0.1966666666666666,0.14,0.099047619047619,169.68761904761905,46.94,44.43809523809524,0.033,21.699007936507936,5.95,41.75,26.474087301587304,12.821234361717488
0,1,0,50.0,16.614878370512745,2.928286852589641,0.18,0.24,0.2165737051792828,0.1,0.0973227091633466,171.44876494023904,50.48,48.19019920318725,0.034,16.699641434262947,5.96,35.75,17.289601593625495,9.800501162728237
0,1,0,50.0,17.36934450600003,3.967741935483871,0.21,0.23,0.2154480286738351,0.11,0.0970394265232975,168.0054480286738,49.46,45.044946236559134,0.032,21.701541218637992,5.94,41.79,23.30544802867384,15.221958665293402
0,0,1,44.0,13.087682459020176,4.528776978417266,0.2,0.27,0.2214028776978417,0.12,0.1139568345323741,172.42956834532373,51.4,49.13410071942446,0.032,21.660575539568345,11.69,47.64,26.81568345323741,12.42692732804067
1,1,0,44.0,12.778607183743468,4.560311284046692,0.2,0.27,0.2180155642023346,0.12,0.1134630350194552,172.52501945525293,51.4,48.98817120622568,0.032,21.70066147859922,11.85,47.64,27.03898832684825,12.86250992118255
0,1,0,50.0,20.799877413061992,3.940239043824701,0.21,0.24,0.2229083665338645,0.1,0.0946454183266932,170.59310756972113,50.98,46.88422310756973,0.032,21.69848605577689,11.85,47.65,23.426533864541835,12.27845242438348
1,1,0,50.0,20.46583609022355,4.37593984962406,0.19,0.21,0.1973684210526315,0.14,0.1048120300751879,168.95939849624062,46.94,43.796992481203006,0.03,21.70109022556391,5.95,41.75,26.112218045112783,12.408288281651854
1,1,0,50.0,21.84879545910252,4.164383561643835,0.21,0.24,0.2260273972602739,0.1,0.0953972602739726,169.31616438356164,50.98,47.3158904109589,0.032,21.72445205479452,11.85,47.65,24.79044520547945,12.164419447240228
0,1,0,40.0,13.338959039943544,4.7839721254355405,0.2,0.27,0.2257142857142857,0.12,0.1141463414634146,171.7232055749129,51.4,49.29759581881533,0.03,21.53853658536585,0.02,47.65,27.99961672473868,13.580080725457012
0,1,0,60.0,21.113303119773818,3.51953125,0.22,0.24,0.233125,0.1,0.1,171.890625,51.29,49.006328125,0.031,21.695,5.96,47.64,21.1568359375,15.80185818523604
1,1,0,40.0,13.049404378524414,4.647058823529412,0.2,0.27,0.2252941176470588,0.12,0.1138235294117647,172.02705882352942,51.4,49.37117647058823,0.032,21.525073529411763,0.02,47.65,27.244080882352943,13.495036421151074
0,1,0,60.0,20.91349961054251,3.5985130111524164,0.22,0.24,0.2324907063197026,0.1,0.1,171.98304832713757,51.29,49.02416356877323,0.031,21.713085501858732,5.96,47.64,21.55486988847584,15.499433971422963
1,1,0,50.0,22.632648259027203,4.031746031746032,0.22,0.24,0.2266666666666666,0.1,0.0946666666666666,169.8657142857143,50.98,47.473333333333336,0.032,21.70916666666667,11.85,47.65,23.8559126984127,12.679661835524811
1,1,0,50.0,15.825266241169688,4.0,0.23,0.24,0.233,0.1,0.0965,168.453,49.24,47.38700000000001,0.031,21.7,5.97,44.66,23.403416666666665,15.97121605427842
0,1,0,60.0,20.885553551039592,3.693548387096774,0.2,0.22,0.2069354838709677,0.1,0.1,167.25879032258064,49.72,47.593387096774194,0.032,19.104637096774194,5.99,47.61,22.09951612903226,15.806097263274548
0,1,0,50.0,22.24864019912272,4.821818181818182,0.21,0.23,0.2217818181818182,0.1,0.0988218181818181,167.40349090909092,48.77,47.811854545454544,0.032,27.100472727272727,5.96,41.75,28.64476363636364,14.777693742070824
0,1,0,50.0,14.137442696565484,4.189090909090909,0.23,0.24,0.2341818181818182,0.1,0.097090909090909,168.14065454545454,51.29,47.95298181818182,0.031,21.74330909090909,5.97,44.66,24.8664,15.870274529290173
0,0,1,44.0,14.769594371736275,4.688644688644689,0.2,0.27,0.2292307692307692,0.12,0.1141758241758241,171.98681318681318,51.4,49.47373626373626,0.03,21.545641025641025,0.02,47.65,27.54648351648352,13.770451718446212
1,1,0,50.0,21.28588052960626,4.091085271317829,0.22,0.24,0.2281395348837209,0.1,0.0952558139534883,169.10627906976742,50.98,47.66116279069768,0.032,21.73372093023256,11.85,47.65,24.291744186046515,12.408480737876108
1,0,1,40.0,11.678449928374077,4.247863247863248,0.2,0.27,0.2242307692307692,0.12,0.1134615384615384,173.24128205128204,51.4,49.51602564102564,0.032,21.477179487179487,0.02,47.64,24.79226495726496,12.83799185083533
0,1,0,50.0,19.25347529451036,4.307984790874524,0.2,0.22,0.2094296577946768,0.1,0.0963003802281368,170.94292775665397,52.03,48.73509505703422,0.032,21.5861216730038,0.02,47.63,25.364030418250948,13.856791170986272
0,1,0,60.0,23.52966651089517,3.2823529411764705,0.22,0.24,0.2305882352941176,0.1,0.1,172.4784705882353,52.24,49.24623529411765,0.034,21.58654901960784,0.03,41.75,19.34133333333333,13.818439430484304
0,1,0,50.0,22.28726943769684,4.806985294117647,0.21,0.23,0.2196323529411764,0.1,0.0990367647058823,167.52110294117645,49.14,47.95621323529412,0.032,27.100367647058825,5.96,41.75,28.58294117647059,14.859841080119809
1,1,0,50.0,23.034438492663835,3.964426877470356,0.21,0.22,0.215098814229249,0.1,0.0974505928853755,169.6005533596838,48.28,46.45422924901186,0.034,21.61079051383399,0.04,41.74,23.580553359683798,11.789147404200818
0,1,0,60.0,17.301649218559582,3.3815261044176705,0.2,0.22,0.2097991967871486,0.1,0.1,167.39562248995983,49.72,47.41654618473896,0.032,19.147831325301205,5.99,47.61,20.5659437751004,15.21897142194528
1,1,0,44.0,15.697417815707553,4.45,0.2,0.27,0.235,0.12,0.1149999999999999,172.388,51.4,49.997,0.03,21.531791666666667,0.02,47.65,26.092125,14.038243702844756
1,1,0,50.0,22.86200626548823,3.855421686746988,0.21,0.22,0.2148192771084337,0.1,0.0975903614457831,169.2779518072289,48.28,46.42289156626506,0.034,21.6155421686747,0.04,41.74,22.93016064257028,11.353174665004056
0,1,0,50.0,14.401290413434152,3.704545454545455,0.21,0.23,0.2212878787878787,0.1,0.0969507575757575,167.17738636363637,48.35,45.90856060606061,0.032,21.78412878787879,5.94,41.79,21.842310606060607,16.42615232463556
0,1,0,50.0,14.65421045424224,3.77755905511811,0.21,0.23,0.221259842519685,0.1,0.0969409448818897,167.22251968503934,48.35,45.93476377952756,0.032,21.78035433070866,5.95,41.79,22.336456692913387,16.531942588070862
0,1,0,50.0,22.65057920526338,4.761363636363637,0.21,0.23,0.2181060606060606,0.1,0.0991893939393939,167.28530303030303,50.46,48.11333333333334,0.032,27.10060606060606,5.96,41.75,28.25193181818182,14.941632030564085
1,1,0,50.0,18.86192064534576,4.698181818181818,0.19,0.21,0.2022181818181818,0.14,0.1205163636363636,169.21112727272728,46.94,42.82592727272727,0.03,21.801127272727275,5.95,47.63,28.006254545454546,13.68157566081872
1,1,0,50.0,19.46579366743544,4.32046332046332,0.22,0.24,0.2318146718146718,0.1,0.0967258687258687,166.27413127413126,50.98,48.27949806949807,0.032,21.78938223938224,11.86,47.65,25.43509652509652,12.03558748764751
0,0,1,44.0,15.9794973931586,4.904761904761905,0.2,0.27,0.2411111111111111,0.12,0.1158730158730158,171.79825396825396,51.4,49.83269841269841,0.03,21.57325396825397,0.02,47.66,28.593690476190478,14.66142023469199
1,1,0,50.0,17.775221692684074,3.2148760330578514,0.22,0.24,0.2319834710743801,0.1,0.098396694214876,170.99694214876033,50.48,48.41913223140496,0.033,16.690743801652893,5.96,47.63,19.380702479338844,12.290796978871812
1,1,0,50.0,20.517490477710336,3.885245901639344,0.21,0.22,0.2139344262295081,0.1,0.0980327868852459,168.00180327868853,48.28,46.42393442622951,0.034,21.63700819672131,0.04,41.74,22.95622950819672,11.058395713937864
0,1,0,60.0,23.929092670111,4.801470588235294,0.2,0.23,0.2162132352941176,0.1,0.0991397058823529,166.96547794117646,51.8,48.385808823529416,0.032,27.100588235294115,5.96,41.75,28.530992647058824,14.998464525590848
0,1,0,50.0,19.43667609917853,4.138461538461539,0.2,0.22,0.2132307692307692,0.1,0.0981230769230769,167.41892307692308,48.28,46.63707692307692,0.034,21.668961538461534,0.04,41.74,24.23234615384615,11.178765458538445
0,1,0,60.0,24.956246297250157,4.8478260869565215,0.2,0.23,0.2151086956521739,0.1,0.0990362318840579,166.77909420289853,51.8,48.53478260869565,0.032,27.100579710144928,5.96,41.75,28.63184782608696,14.70848729106105
0,1,0,60.0,25.5388869262806,3.072289156626506,0.22,0.24,0.2266666666666666,0.1,0.1,172.14329317269076,52.24,49.13618473895582,0.035,21.645542168674694,0.03,41.75,18.139437751004017,12.63143070353019
1,1,0,50.0,19.642964084372576,4.75098814229249,0.22,0.24,0.2332806324110671,0.1,0.0973122529644268,165.29442687747036,50.98,48.42553359683794,0.032,21.81415019762846,11.86,47.65,27.99407114624506,11.97985629182153
1,1,0,60.0,25.883958276628643,3.039525691699605,0.19,0.24,0.2259288537549407,0.1,0.0997154150197628,171.99415019762844,52.24,49.09363636363637,0.035,21.653438735177865,0.03,41.75,17.947351778656127,12.622456576379497
0,1,0,44.0,16.53157326658161,3.244186046511628,0.2,0.24,0.2322480620155038,0.1,0.0982170542635658,170.3077519379845,50.52,48.73364341085272,0.033,16.589186046511628,5.96,47.63,19.21298449612403,11.725088038121685
