Cykl_1,HMG,HL,Anoda_ANALIZA As,Anoda_ANALIZA As_amin,Anoda_ANALIZA As_amax,Anoda_ANALIZA Ni,Anoda_ANALIZA Ni_amin,Anoda_ANALIZA Bi,Anoda_ANALIZA Bi_amin,Anoda_ANALIZA Bi_amax,Anoda_ANALIZA Sn,Anoda_ANALIZA Sn_amax,Czas_h,Poziom_naporowe_amax,Poziom_naporowe_mean,Poziom_naporowe_std,Poziom_cyrkulacyjne_amin,Poziom_cyrkulacyjne_std,Sklad_Au_amin,Sklad_Au_amax,Sklad_Au_mean,Sklad_Sb_amin,Sklad_Sb_mean,Sklad_Bi_amin,Sklad_Bi_amax,Sklad_Bi_mean,Sklad_Ca_amin,Sklad_Ni_std,Sklad_H2SO4_amin,Sklad_H2SO4_std,Sklad_Cu_amin,Sklad_Cu_std,Sklad_Cl_amax,Sklad_Cl_mean,Sklad_Cl_std
0,1,0,0.14,0.1,0.16,0.065,0.04,0.00345,0.0033,0.0037,0.000575,0.0007,285.0,75.2843331654866,74.59812225970802,4.745745446438391,62.1960666656494,6.053002972297638,5.95,6.34,6.153894736842105,0.17,0.2065964912280702,0.051,0.057,0.0541368421052631,0.45,0.1050752139804241,163.06,4.515264971328339,43.06,1.6604063854857165,0.04,0.036898245614035,0.0018174129605124
0,1,0,0.154,0.15,0.16,0.122,0.11,0.004,0.0038,0.0043,0.00076,0.0008,295.0,75.478849919637,74.99954081059299,0.0587069759199306,62.2638165156046,5.532447310714781,5.28,5.46,5.380337837837837,0.18,0.2078716216216216,0.054,0.056,0.0551148648648648,0.44,0.1094569738948557,167.18,3.3160937700346795,40.99,2.008507931033456,0.038,0.0361351351351351,0.0019783528455956
1,1,0,0.1099999999999999,0.1099999999999999,0.1099999999999999,0.05,0.05,0.003,0.003,0.003,0.0005,0.0005,247.0,75.4226169586181,75.00131678789937,0.0631462307587782,60.4732499440511,6.7841182266898485,5.62,6.04,5.824096385542169,0.18,0.2091566265060241,0.057,0.06,0.0584578313253012,0.44,0.2303721564842923,163.06,4.105037358411342,45.66,1.1998798035411615,0.04,0.0361927710843373,0.0018036108361264
1,1,0,0.13,0.13,0.13,0.0849999999999999,0.08,0.00335,0.0032,0.0035,0.0004,0.0006,227.0,75.4916830698649,74.44249178573268,5.596206905942878,65.729616800944,6.36284568471683,5.66,5.72,5.688421052631579,0.17,0.1842105263157894,0.042,0.046,0.0441052631578947,0.38,0.0900730054004979,165.12,3.756969688208464,43.12,1.4202809765675652,0.04,0.0367368421052631,0.00168461622751
1,1,0,0.135,0.13,0.14,0.0849999999999999,0.08,0.003475,0.003,0.0042,0.000625,0.001,251.0,75.2712497711181,75.00047019036204,0.0579719955841832,63.3345835367838,5.673579051540715,5.28,5.94,5.594285714285714,0.22,0.2304761904761904,0.03,0.03,0.03,0.4,0.7306229555962267,157.12,7.097185763372563,43.49,2.1883359237029127,0.04,0.0356190476190476,0.0017070612330845
1,1,0,0.135,0.11,0.16,0.0674999999999999,0.04,0.00365,0.003,0.0042,0.00055,0.0009,224.0,75.3484331766764,74.25268039238456,6.956225931998791,65.1790829976399,5.876506415149301,6.16,6.24,6.202857142857143,0.2,0.2046428571428571,0.048,0.053,0.0506785714285714,0.44,0.3598846708283711,159.44,5.844818365839977,46.6,1.1696378322165508,0.04,0.0373214285714285,0.0015399859396847
0,1,0,0.155,0.15,0.16,0.075,0.07,0.003725,0.0034,0.0043,0.0006,0.0006,295.0,75.4226169586181,74.9999918649964,0.0609475680636347,60.4732499440511,6.650458174356678,5.62,6.04,5.877694915254238,0.18,0.2168135593220339,0.057,0.06,0.0587525423728813,0.43,0.222121138276347,163.06,3.90130721158738,45.66,1.2897442330890998,0.04,0.0357728813559322,0.0020133762307179
0,1,1,0.1027147540289278,0.0869,0.15,0.2011145464941445,0.04,0.0008516380423963,0.0002,0.0028,0.0037222909298828,0.0048,261.0,75.2712497711181,74.99921419395649,0.0606927613040181,63.3345835367838,5.723271167450148,5.28,5.94,5.563218390804598,0.22,0.2314176245210727,0.03,0.03,0.03,0.4,0.7240158498134008,157.12,6.875569148587244,43.49,2.2949057180289376,0.04,0.0356704980842911,0.0017093215424762
0,1,0,0.175,0.16,0.18,0.065,0.05,0.00365,0.0035,0.0037,0.000575,0.0006,247.0,75.4819005330403,74.99978295582245,0.0645745822358914,65.7731335957845,6.018007188662065,5.57,5.58,5.574314516129032,0.19,0.2070564516129032,0.053,0.055,0.0541370967741935,0.39,0.0645164526732114,159.96,4.950744776387688,43.52,1.4399596496458176,0.039,0.0361451612903225,0.0023488942988822
1,1,0,0.141,0.11,0.15,0.1355,0.11,0.003865,0.0033,0.004,0.0009149999999999,0.0013,232.0,75.2483662923177,74.99987487902582,0.0514584901557389,62.2638165156046,5.408377516065266,5.28,5.46,5.379310344827586,0.18,0.2075862068965517,0.054,0.056,0.055103448275862,0.44,0.1096463938818622,167.18,3.492206014995657,40.99,2.2474310557170583,0.038,0.0358965517241379,0.002111109801672
0,1,0,0.1349999999999999,0.13,0.14,0.115,0.11,0.00385,0.0038,0.0039,0.00095,0.001,268.0,75.4654495239257,74.99903921014707,0.0711879252780826,56.5815498987833,5.847573085416947,5.44,5.88,5.709888475836431,0.18,0.2106691449814126,0.054,0.062,0.058907063197026,0.46,0.1317282338051472,160.77,5.482716711032004,45.24,1.538263972990988,0.04,0.0358698884758364,0.0026601299602512
1,1,0,0.148,0.13,0.15,0.072,0.07,0.0033199999999999,0.0033,0.0035,0.00042,0.0006,252.0,75.2562831878662,75.00151049116174,0.0667686242460791,62.8506001154581,6.416574104999436,5.74,5.92,5.850551181102362,0.2,0.2307086614173228,0.054,0.058,0.0555433070866141,0.41,0.0585301266921808,163.32,4.570403222379627,43.5,2.176654915751481,0.04,0.0373385826771653,0.0017250558675306
1,1,0,0.135,0.13,0.15,0.0775,0.07,0.003225,0.0032,0.0033,0.00025,0.0004,240.0,75.2712497711181,75.00013784792252,0.059849173100158,63.3345835367838,5.565351397520571,5.28,5.94,5.542904564315354,0.22,0.2320331950207469,0.03,0.03,0.03,0.4,0.7162396038508906,157.12,6.917424649096913,43.49,2.357923835342853,0.04,0.035609958506224,0.0017504000728227
1,1,0,0.1574999999999999,0.15,0.18,0.09,0.07,0.003725,0.0033,0.0044,0.0003,0.0004,244.0,75.3484331766764,74.31323655251866,6.6668817369485,65.1790829976399,5.781389200384784,6.16,6.24,6.191475409836066,0.2,0.2060655737704918,0.048,0.053,0.0499672131147541,0.44,0.3524527639552173,159.44,5.713834636546161,46.6,1.1891358713886997,0.04,0.037,0.0016629588385661
0,1,0,0.1475,0.13,0.16,0.075,0.03,0.00345,0.0024,0.0041,0.00065,0.001,268.0,75.2712497711181,74.99960993861181,0.0622287174738717,63.3345835367838,5.892308992089391,5.23,5.94,5.5014126394052045,0.22,0.2324907063197026,0.03,0.032,0.0300743494423791,0.36,0.6920540524544423,157.12,6.315638078348126,43.49,2.3230695086378814,0.04,0.0357843866171003,0.0017929114401049
0,1,0,0.1265,0.11,0.14,0.09,0.09,0.0034,0.0034,0.0034,0.000945,0.001,275.0,75.2202673594156,74.64334372600935,4.602110865472236,65.7765667597452,5.84056327596106,4.62,6.0,5.462608695652174,0.17,0.2047826086956521,0.047,0.06,0.0497681159420289,0.4,0.2328729204983901,167.7,3.524551997432944,45.76,1.1486930466469365,0.04,0.0371304347826086,0.0017048640018553
1,1,0,0.1525,0.15,0.16,0.095,0.08,0.0036,0.0036,0.0036,0.0003,0.0006,275.0,75.6036502838134,74.9798581649683,0.2551914860401953,65.327499516805,6.025880500125055,5.74,6.36,6.129565217391304,0.18,0.2033333333333333,0.05,0.058,0.0522608695652173,0.45,0.1923449908898631,160.48,5.433899559396314,47.63,1.435772156865262,0.04,0.0363188405797101,0.0021062176603272
0,1,0,0.1425,0.13,0.16,0.07,0.05,0.004225,0.0033,0.0051,0.000625,0.0007,288.0,75.2712497711181,74.9990458829287,0.0637993474523275,56.1398833592732,6.416431540199883,5.23,5.94,5.45560553633218,0.22,0.2316262975778546,0.03,0.032,0.0302837370242214,0.36,0.6543736861947939,157.12,5.535610726986014,43.49,2.1292864292547797,0.04,0.0358096885813148,0.0017623895473392
1,1,0,0.15,0.15,0.15,0.08,0.08,0.0036,0.0036,0.0036,0.0007,0.0007,232.0,75.3484331766764,74.28180530164316,6.821498790730308,65.1790829976399,5.660801004080191,6.16,6.24,6.187467811158799,0.2,0.2065665236051502,0.048,0.053,0.0497167381974248,0.44,0.3426109604759774,159.44,5.874340145701674,46.6,1.1060024853977863,0.04,0.036793991416309,0.0014944027580857
1,1,0,0.125,0.1,0.18,0.1074999999999999,0.08,0.0040999999999999,0.0038,0.0044,0.0005,0.0008,244.0,75.4226169586181,75.00076690529673,0.0617532303684037,60.4732499440511,6.68225519907219,5.62,6.04,5.916065573770492,0.18,0.2222950819672131,0.057,0.06,0.0590819672131147,0.43,0.2103841380172117,163.06,4.05916183698833,45.66,1.3673569124878548,0.038,0.0352950819672131,0.0016663630567421
1,1,0,0.1075,0.1,0.11,0.1175,0.08,0.00395,0.0038,0.0044,0.0005,0.0008,244.0,75.3632335662841,75.00065323177876,0.0575927660222893,65.7731335957845,5.937289775680759,5.57,5.76,5.576065573770491,0.19,0.2114754098360655,0.053,0.059,0.0544754098360655,0.38,0.0815722847798287,159.96,5.284981168004718,42.48,1.677097414494731,0.039,0.0361311475409836,0.0021196739390226
1,1,0,0.1525,0.13,0.18,0.0849999999999999,0.08,0.003625,0.003,0.0044,0.000575,0.0007,240.0,75.6036502838134,74.97727906969453,0.272709887209516,65.327499516805,6.092095815156536,5.74,6.36,6.1726970954356855,0.18,0.2011203319502074,0.05,0.058,0.0515269709543568,0.45,0.1666125776685066,160.48,5.759188826007538,47.63,1.4121185343967086,0.04,0.0361991701244813,0.0021354545125344
0,1,0,0.1199999999999999,0.11,0.13,0.0949999999999999,0.09,0.00375,0.0037,0.0038,0.0007499999999999,0.0009,268.0,75.2843331654866,74.57382485460423,4.884295971093451,62.1960666656494,6.03969328209265,5.76,6.34,6.169553903345725,0.17,0.2213011152416357,0.051,0.057,0.055,0.44,0.088778961099252,163.06,4.5588324338421575,43.92,1.636781099115171,0.04,0.0367881040892193,0.0015367657609572
0,1,0,0.16,0.16,0.16,0.05,0.05,0.0033,0.0033,0.0033,0.0007,0.0007,260.0,75.3632335662841,74.99994770842513,0.0550754205019531,60.8139666875203,6.373332820368058,5.57,5.76,5.593563218390805,0.19,0.2148659003831417,0.053,0.059,0.0549540229885057,0.38,0.1502320437236706,159.96,5.186825364254053,42.48,1.876570578283298,0.041,0.03627969348659,0.0021560133932427
0,1,0,0.14,0.13,0.17,0.0775,0.07,0.004675,0.0034,0.0051,0.000575,0.0006,284.0,75.5246332804361,74.6190184981353,4.565251672244568,60.4732499440511,7.016644899007057,5.62,6.04,5.953052631578948,0.18,0.227578947368421,0.057,0.06,0.0589719298245614,0.43,0.1930259670831152,162.04,4.446884325302301,44.98,1.5610750566020026,0.039,0.0355087719298245,0.0017615095060925
1,1,0,0.15,0.15,0.15,0.1,0.1,0.0039,0.0039,0.0039,0.0007,0.0007,225.0,75.2712497711181,75.00041984781059,0.0596350345711441,63.3345835367838,5.492868577227405,5.23,5.94,5.4462389380530976,0.22,0.2348672566371681,0.03,0.032,0.0300088495575221,0.36,0.6354599105648616,160.22,4.9658396373458125,44.29,1.9701632398713664,0.04,0.0359159292035398,0.0018896238954026
0,1,0,0.165,0.16,0.17,0.0735,0.05,0.003535,0.0033,0.0045,0.00065,0.0011,292.0,75.3632335662841,75.00031598918021,0.0610973212838627,60.8139666875203,6.333055587658445,5.57,5.76,5.616655290102389,0.19,0.218976109215017,0.053,0.059,0.0555597269624573,0.38,0.1964887676266788,159.96,4.896625470434628,42.48,2.267810824509263,0.041,0.036778156996587,0.0024763125790106
1,1,0,0.135,0.13,0.15,0.0474999999999999,0.03,0.0027749999999999,0.0024,0.0039,0.000475,0.0007,251.0,75.5787170410156,74.94566150595391,0.5740761192137511,64.23869972229,6.271940018267875,5.74,6.36,6.168774703557313,0.18,0.2070355731225296,0.05,0.058,0.0521067193675889,0.45,0.1949956926655119,160.48,5.297372754749911,47.63,1.4455656410506237,0.04,0.0360118577075098,0.0019364552245831
1,1,0,0.1225,0.12,0.13,0.045,0.03,0.003675,0.0024,0.0041,0.00025,0.0004,275.0,75.4916830698649,74.5395023744582,5.088857549886632,63.5464502970377,6.634751146119042,5.66,5.72,5.696521739130435,0.17,0.1947826086956522,0.042,0.047,0.0437826086956521,0.38,0.0804029378260979,165.12,3.98316268166601,42.4,1.5299393772381042,0.044,0.0377826086956521,0.0029975484053952
0,1,0,0.15,0.14,0.16,0.1399999999999999,0.1,0.0042,0.0042,0.0042,0.00105,0.0012,254.0,75.2843331654866,74.5503292025574,5.016017078092507,62.1960666656494,5.944964035502752,5.76,6.34,6.1741568627450985,0.17,0.2264705882352941,0.051,0.057,0.0552980392156862,0.44,0.0773738720257409,163.06,4.394659454199852,44.71,1.523477906402108,0.04,0.0366901960784313,0.0014506657312296
0,1,0,0.155,0.13,0.17,0.06,0.03,0.0033749999999999,0.0024,0.0043,0.0005,0.0006,289.0,75.5246332804361,74.62551727156409,4.525927287175367,60.4732499440511,7.109428812032543,5.62,6.04,5.982068965517241,0.18,0.2317241379310345,0.057,0.06,0.0590206896551724,0.43,0.1786647100863379,162.04,4.78121740571191,44.98,1.7214081803495365,0.04,0.0357241379310344,0.0020120149779677
0,1,0,0.145,0.11,0.18,0.0899999999999999,0.0899999999999999,0.00375,0.0037,0.0038,0.0007,0.001,293.0,75.3728332519531,74.66420795119583,4.467032142640612,65.7765667597452,5.703497873803035,4.62,6.0,5.743412969283276,0.17,0.217098976109215,0.047,0.06,0.0527133105802047,0.4,0.230692821913019,167.7,3.524803060401408,45.76,1.432283948418428,0.04,0.0376382252559727,0.0019494044376205
0,1,0,0.17,0.17,0.17,0.07,0.07,0.0033,0.0033,0.0033,0.0005,0.0005,272.0,75.5787170410156,74.90772139413387,0.7602537332721991,64.1773164749145,6.332088436671031,5.74,6.36,6.153382352941176,0.18,0.2112132352941176,0.05,0.058,0.052672794117647,0.45,0.2132451535111283,160.48,5.209962205835878,47.63,1.3582802479547171,0.04,0.0365404411764705,0.0020361630465772
1,1,0,0.1099999999999999,0.1099999999999999,0.1099999999999999,0.14,0.14,0.0042,0.0042,0.0042,0.0004,0.0004,224.0,75.2562831878662,75.00042415718762,0.0645506251773434,62.0845834096272,7.023934961684701,5.74,5.92,5.875,0.2,0.2407142857142857,0.054,0.058,0.0547857142857142,0.38,0.0539948036506149,163.32,4.822668486022346,43.5,2.4136110676018574,0.04,0.0373928571428571,0.0018234011626979
0,1,0,0.165,0.16,0.18,0.0925,0.07,0.003575,0.0035,0.0038,0.000725,0.0011,292.0,75.4916830698649,74.56518177523768,4.939587901075076,63.2910168965657,6.809217810529764,5.66,5.72,5.694402730375427,0.17,0.1967235494880546,0.042,0.047,0.0440238907849829,0.38,0.0714473703413374,165.12,3.871497949972607,42.4,1.585346776069107,0.044,0.0378907849829351,0.0029122468844413
1,1,0,0.125,0.11,0.15,0.105,0.09,0.003975,0.0037,0.0042,0.0005,0.001,240.0,75.3484331766764,74.30459098630618,6.707930327523028,57.6849498112996,6.147351740397942,5.94,6.24,6.123236514522822,0.2,0.2130705394190871,0.048,0.053,0.0491078838174273,0.44,0.2277415729865544,166.67,4.450425845631943,46.71,1.1407200354031413,0.04,0.0369045643153526,0.0015149325882322
1,1,0,0.113,0.09,0.13,0.065,0.05,0.003585,0.0034,0.0038,0.0007,0.0008,224.0,75.4654495239257,75.00046370766462,0.0744960068778552,56.5815498987833,6.017790103025074,5.44,6.16,5.874133333333334,0.18,0.2261333333333333,0.054,0.062,0.0611466666666666,0.46,0.1248181534416031,160.77,5.80205166914504,42.23,1.8650351586115304,0.04,0.0355866666666666,0.0028304467088126
0,1,0,0.16,0.14,0.18,0.14,0.12,0.00355,0.0033,0.0038,0.00095,0.0011,287.0,75.2562831878662,75.00041739236458,0.0563076950106013,62.0845834096272,6.902865932530375,5.74,5.92,5.845000000000001,0.2,0.2397916666666666,0.054,0.058,0.0549583333333333,0.38,0.0635036145367601,163.32,4.941157867486992,43.5,1.97124758201923,0.04,0.0378333333333333,0.002017346378575
0,1,0,0.1425,0.09,0.16,0.1,0.07,0.0038,0.0035,0.0039,0.000875,0.0011,286.0,75.2384831746419,74.5611230434091,5.158416773484433,62.2638165156046,6.053519391589599,5.28,5.69,5.529651567944251,0.18,0.2339024390243902,0.054,0.062,0.05798606271777,0.44,0.3336294295798376,167.18,2.7354460141043924,44.13,1.4468741307976878,0.038,0.0367456445993031,0.0012008622423063
0,1,0,0.145,0.1,0.18,0.1075,0.07,0.003575,0.0033,0.0038,0.000725,0.0011,289.0,75.5246332804361,74.62481168011297,4.525882932236325,60.4732499440511,7.01047841719932,5.62,6.04,6.0168275862068965,0.18,0.2366896551724138,0.057,0.06,0.059103448275862,0.43,0.1588741561561606,162.04,4.703310161129202,44.98,1.766782032270124,0.04,0.0360689655172413,0.0021872710475579
0,1,0,0.1649999999999999,0.15,0.18,0.1075,0.07,0.003725,0.0037,0.0038,0.000925,0.0011,302.0,75.3728332519531,74.6749909534948,4.392844577430798,61.5460666656494,6.044619163108,4.62,6.0,5.8611881188118815,0.17,0.2222772277227723,0.047,0.06,0.0539834983498349,0.4,0.1927064526396237,167.7,3.52019070513021,45.76,1.431264157865258,0.041,0.0381716171617161,0.0019318487076136
0,1,0,0.118,0.09,0.13,0.084,0.07,0.0038499999999999,0.0035,0.004,0.00075,0.0011,297.0,75.2384831746419,74.57805812037154,5.06272782683168,62.2638165156046,5.985583856178295,5.28,5.69,5.549328859060402,0.18,0.2368456375838926,0.054,0.062,0.0584026845637583,0.44,0.3465846286225267,167.18,2.748528923703633,44.13,1.4761275337436035,0.038,0.0369261744966442,0.0011015383166513
1,1,0,0.105,0.1,0.12,0.075,0.07,0.003625,0.0035,0.004,0.00045,0.0005,240.0,75.3195667266845,74.47306009757598,5.443899838181717,63.5464502970377,6.619884757332202,5.66,5.72,5.701825726141078,0.2,0.2,0.042,0.047,0.0435145228215767,0.38,0.0322329436384838,165.12,4.133332529670205,42.4,1.6557231562445682,0.044,0.0380995850622406,0.0031448436358229
1,1,0,0.1169999999999999,0.09,0.13,0.1179999999999999,0.04,0.003895,0.0031,0.0044,0.00053,0.0008,224.0,75.2384831746419,75.00070517441912,0.04738599066996,62.2638165156046,5.82558252922748,5.46,5.69,5.518266666666667,0.23,0.2350666666666666,0.056,0.062,0.05752,0.44,0.3094818249913871,167.18,2.41044453517247,44.24,1.5207586452632234,0.038,0.0368933333333333,0.0010803438606031
0,1,0,0.1625,0.14,0.17,0.075,0.06,0.0036,0.0033,0.0037,0.00065,0.0008,298.0,75.3032001495361,75.00045227685122,0.0617679800537619,62.0845834096272,6.89385027226706,5.74,5.92,5.8378,0.23,0.2408666666666666,0.054,0.056,0.0549133333333333,0.38,0.0648636250534334,163.32,5.125024420748313,43.5,2.2526010225466373,0.04,0.0374566666666666,0.0024606852966846
0,1,0,0.14,0.13,0.15,0.1074999999999999,0.09,0.0039749999999999,0.0037,0.0042,0.00095,0.0013,298.0,75.3728332519531,74.66972515875206,4.422011026209856,61.5460666656494,6.085133707748608,5.84,6.0,5.912775919732442,0.22,0.2245484949832775,0.05,0.06,0.0545484949832775,0.4,0.1646013792782129,167.7,3.5154028761193383,45.76,1.4175198922972725,0.041,0.0383879598662207,0.0016739182177532
0,1,0,0.17,0.16,0.18,0.0625,0.04,0.00325,0.003,0.0037,0.0005,0.0007,307.0,75.3728332519531,74.68078962969373,4.3571829787933565,61.5460666656494,6.250676617429916,5.84,6.0,5.917402597402598,0.22,0.2248376623376623,0.05,0.06,0.0548376623376623,0.4,0.1651813800649116,167.7,3.441249710281082,45.76,1.473219457166851,0.041,0.0384285714285714,0.0015728028171775
0,1,0,0.124,0.1,0.14,0.052,0.04,0.00355,0.0034,0.0036,0.000795,0.0009,299.0,75.4654495239257,75.00027972410346,0.0662657119401233,56.5815498987833,6.4487097105093625,5.88,6.16,6.011103678929766,0.23,0.2346822742474916,0.062,0.062,0.062,0.46,0.1149599827122178,160.77,5.07486665292506,42.23,2.0928262112708893,0.042,0.0367357859531772,0.0027890769023913
1,1,0,0.15,0.15,0.15,0.07,0.07,0.0046,0.0046,0.0046,0.0003,0.0003,232.0,75.2408832550048,75.00172089226682,0.05753550217547,60.8139666875203,6.6790097461003946,5.57,5.76,5.635769230769231,0.22,0.2269230769230769,0.055,0.059,0.0563846153846153,0.38,0.2288461302645842,159.96,5.169673516329076,42.48,3.0961758140501003,0.041,0.0377820512820512,0.0016337174431504
1,1,0,0.1349999999999999,0.1,0.16,0.0925,0.05,0.004,0.0037,0.0041,0.0004,0.0005,260.0,75.5246332804361,74.58401304112108,4.769708292440605,64.9482830047607,6.762089599329772,6.04,6.04,6.04,0.24,0.24,0.058,0.06,0.0591647509578544,0.43,0.1432933754679246,162.04,4.613534593362211,44.98,1.756267174562799,0.04,0.0362835249042145,0.0021759340674118
0,1,0,0.16,0.16,0.16,0.075,0.04,0.0035,0.0033,0.0037,0.0007,0.0007,292.0,75.3044331868489,75.00071166192186,0.067770659416298,62.0845834096272,7.031460817576863,5.74,5.92,5.825392491467577,0.23,0.2394880546075085,0.054,0.056,0.0550511945392491,0.38,0.0650258259040496,163.32,5.184056739185482,43.5,2.61942707922665,0.04,0.0376382252559727,0.0022722656887003
0,1,0,0.1275,0.1,0.15,0.0899999999999999,0.07,0.003675,0.0034,0.0039,0.0007,0.0011,278.0,75.2384831746419,74.5491531130909,5.231617123130147,62.2638165156046,6.343339067187596,5.46,5.69,5.582007168458782,0.23,0.2406093189964157,0.056,0.062,0.0591827956989247,0.44,0.3549771143444463,164.86,2.890131736231664,44.13,1.6458108033059289,0.04,0.0371756272401433,0.0010835497638623
1,1,0,0.145,0.14,0.15,0.125,0.1,0.0038,0.0036,0.004,0.00095,0.001,228.0,75.2461502075195,75.00082734299194,0.060946901386461,56.5815498987833,6.428914941618774,5.88,6.16,6.00280701754386,0.23,0.2343859649122807,0.062,0.062,0.062,0.46,0.1143806259087392,160.77,5.209703396089853,42.23,2.286800844719167,0.042,0.0371578947368421,0.0027831429239488
1,1,0,0.08,0.08,0.08,0.07,0.07,0.0038,0.0038,0.0038,0.0004,0.0004,224.0,75.3484331766764,74.25196662771589,6.956051641743234,57.6849498112996,6.344190293455664,5.94,6.16,6.065714285714286,0.21,0.2185714285714285,0.048,0.051,0.0492857142857142,0.44,0.1438341988043038,166.67,3.670910057932138,46.71,1.2132991432530569,0.04,0.0369285714285714,0.0016496461678735
1,1,0,0.105,0.1,0.12,0.065,0.05,0.00365,0.0035,0.0041,0.000425,0.0005,232.0,75.2219165802002,74.50830082225225,5.246495360873925,62.1960666656494,6.1593333072247045,5.76,6.34,6.07862660944206,0.23,0.2354935622317596,0.053,0.057,0.0551974248927038,0.44,0.0299177502064565,163.06,3.489506434671624,44.65,1.6062723086742563,0.04,0.0370987124463519,0.0014952937863422
0,1,0,0.1699999999999999,0.14,0.18,0.0525,0.03,0.0033,0.0033,0.0033,0.0008,0.0008,292.0,75.2899336496989,74.99994403953635,0.059055993349205,60.8139666875203,7.07296387524716,5.57,5.76,5.676996587030716,0.22,0.2312627986348123,0.055,0.059,0.0572525597269624,0.38,0.2384860378652671,159.96,4.961865717959117,42.48,3.658796671114069,0.041,0.037754266211604,0.0014692127787228
1,1,0,0.1275,0.1,0.15,0.0775,0.05,0.003675,0.003,0.0041,0.0005,0.0007,240.0,75.5787170410156,74.9214020125086,0.7673804223663286,64.1773164749145,6.492814752687706,5.86,6.36,6.10896265560166,0.21,0.2200414937759336,0.05,0.058,0.0540165975103734,0.45,0.235487047154601,162.56,4.166893576117431,47.28,2.341311341253126,0.04,0.0373029045643153,0.0019005349760056
1,1,0,0.13,0.11,0.15,0.1,0.1,0.00355,0.0034,0.0037,0.0007,0.001,243.0,75.323567199707,75.00241088073116,0.0733785706615135,63.2910168965657,6.582846396214252,5.66,5.72,5.689508196721311,0.2,0.2,0.042,0.047,0.0445409836065573,0.38,0.0350672295013719,162.82,4.033138182917821,42.4,1.6090993532400175,0.044,0.0384262295081967,0.0028772358499799
0,1,0,0.1275,0.11,0.18,0.045,0.02,0.00295,0.0024,0.0046,0.00065,0.0011,279.0,75.5787170410156,74.9311565801067,0.7120277625306258,64.1773164749145,6.446668659267839,5.86,6.36,6.065357142857144,0.21,0.2217857142857142,0.05,0.058,0.0547142857142857,0.45,0.231636840679675,160.77,4.570499455492459,47.28,2.373728625670093,0.04,0.0375857142857142,0.0018931520217808
0,1,0,0.151,0.12,0.16,0.1164999999999999,0.04,0.003995,0.0032,0.0043,0.000855,0.001,285.0,75.2219165802002,74.59766249402523,4.745699621406338,62.1960666656494,6.134415301859424,5.76,6.34,5.986526315789473,0.2,0.2332631578947368,0.053,0.058,0.0546631578947368,0.44,0.0527774886305964,163.06,3.329469494736736,44.65,1.5084045346583594,0.04,0.0368421052631578,0.0015810216175238
0,1,0,0.125,0.11,0.14,0.1,0.09,0.00355,0.0033,0.0038,0.0006,0.0006,314.0,75.3783831278483,74.68679603142859,4.315618352600115,61.5460666656494,6.378277876491992,5.84,6.0,5.94343949044586,0.2,0.2228025477707006,0.05,0.064,0.0571337579617834,0.4,0.2886064050358827,167.7,3.0675276485346137,45.76,2.0530883376482287,0.041,0.0382484076433121,0.0019437983663145
1,1,0,0.128,0.12,0.14,0.086,0.07,0.00368,0.0034,0.0041,0.0008,0.0008,232.0,75.2461502075195,75.00079474659377,0.0572696609014521,56.5815498987833,6.286659822032688,5.88,6.16,6.034358974358974,0.23,0.2355128205128205,0.062,0.062,0.062,0.46,0.1146387525173692,160.77,5.001582966655104,42.23,1.9338521880543609,0.042,0.0369358974358974,0.0028944511525354
1,1,0,0.14,0.11,0.15,0.085,0.08,0.0037749999999999,0.0034,0.0039,0.00025,0.0004,256.0,75.5246332804361,74.57507806406537,4.815796605412957,64.9482830047607,6.9588701785462455,6.04,6.04,6.04,0.24,0.24,0.058,0.06,0.0588125,0.43,0.1427073654611509,162.04,5.029380882258114,44.98,1.729212418482842,0.04,0.036875,0.0021944671960432
0,1,0,0.1399999999999999,0.11,0.18,0.055,0.02,0.00305,0.0024,0.0037,0.000575,0.0007,283.0,75.5246332804361,74.617260313422,4.573158026287593,64.380750020345,7.078171512436382,5.52,6.04,6.018028169014084,0.18,0.2374647887323943,0.053,0.06,0.0585211267605633,0.43,0.1499454935059538,161.28,5.264179083804749,44.98,1.711686205486519,0.04,0.0370985915492957,0.0022124283036193
1,1,0,0.125,0.11,0.16,0.1065,0.1,0.0035799999999999,0.0034,0.0041,0.00036,0.0005,240.0,75.5787170410156,74.92138728767164,0.7668405487255916,64.1773164749145,6.376439099590762,5.86,6.36,6.059170124481327,0.21,0.2220331950207469,0.05,0.058,0.0548132780082987,0.45,0.2305702834314521,160.77,3.3800584590687173,47.28,2.4886324878838715,0.04,0.0375103734439834,0.0018643855851079
1,1,0,0.15,0.15,0.15,0.15,0.15,0.004,0.004,0.004,0.0005,0.0005,227.0,75.323567199707,75.00145333371673,0.0721893971051414,63.2910168965657,6.445014213197148,5.66,5.72,5.685263157894737,0.2,0.2,0.042,0.047,0.0448947368421052,0.38,0.0346370000344852,162.82,4.119559447811521,42.4,1.6713261893363605,0.044,0.0383157894736842,0.0030856090281217
