Cykl_1,HMG,HL,Anoda_ANALIZA As,Anoda_ANALIZA As_amin,Anoda_ANALIZA As_amax,Anoda_ANALIZA Ni,Anoda_ANALIZA Ni_amin,Anoda_ANALIZA Ni_amax,Anoda_ANALIZA Bi,Anoda_ANALIZA Bi_amin,Anoda_ANALIZA Bi_amax,Anoda_ANALIZA Sn,Anoda_ANALIZA Sn_amin,Anoda_ANALIZA Sn_amax,Anoda_ANALIZA Sn_diff,NaCl [kg]_amin,NaCl [kg]_mean,Natezenie_prad_mean,Sklad_Au_amin,Sklad_Au_amax,Sklad_Au_mean,Sklad_Bi_amin,Sklad_Bi_amax,Sklad_Bi_mean,Sklad_Ni_amin,Sklad_Ni_amax,Sklad_Ni_mean,Sklad_Ni_std,Sklad_Zn_amin,Sklad_Zn_amax,Sklad_Zn_mean
1,1,0,0.12,0.12,0.12,0.03,0.03,0.03,0.0033,0.0033,0.0033,0.0005,0.0005,0.0005,0.0,2.0,5.578102189781022,13.067843065693433,5.6,5.8,5.677372262773722,0.058,0.068,0.0618686131386861,4.4,4.84,4.57021897810219,0.2146859607963563,0.022,0.023,0.0226131386861313
1,1,0,0.14,0.12,0.15,0.0625,0.03,0.1,0.003925,0.0033,0.0049,0.00085,0.0007,0.001,0.0003,1.0,4.102222222222222,13.785857407407407,5.12,6.28,6.233777777777778,0.057,0.069,0.0613555555555555,4.32,5.22,4.851999999999999,0.2811204348402281,0.023,0.025,0.0246074074074074
1,1,0,0.14,0.12,0.15,0.0625,0.02,0.1,0.0037749999999999,0.0028,0.0049,0.00065,0.0002,0.001,0.0008,1.0,4.249402390438247,13.23510657370518,5.27,5.72,5.544302788844621,0.045,0.054,0.0485139442231075,4.68,4.72,4.704382470119522,0.0195529315314631,0.024,0.025,0.0243904382470119
1,1,0,0.1425,0.14,0.15,0.0725,0.02,0.09,0.0038499999999999,0.0028,0.0042,0.0008,0.0002,0.001,0.0008,2.0,4.397288135593221,13.397716101694916,5.5,5.74,5.676542372881356,0.058,0.071,0.0645966101694915,4.68,4.82,4.737898305084746,0.058294844906695,0.022,0.024,0.0221966101694915
0,1,0,0.14,0.1,0.16,0.075,0.04,0.09,0.0037,0.0034,0.0039,0.0007499999999999,0.0005,0.0009,0.0003999999999999,0.5,3.844943820224719,13.38764232209738,5.1,6.2,6.003445692883895,0.057,0.06,0.0580524344569288,4.36,4.8,4.759550561797752,0.0798105385143706,0.022,0.023,0.0226591760299625
0,1,0,0.1525,0.15,0.16,0.0949999999999999,0.09,0.1,0.003875,0.0036,0.004,0.0007499999999999,0.0006,0.0008,0.0002,0.5,3.920261437908497,13.413312908496732,5.1,6.2,5.882222222222223,0.057,0.06,0.0580261437908496,4.36,4.8,4.705098039215686,0.1566791339411084,0.022,0.023,0.0227124183006535
0,1,0,0.1575,0.15,0.16,0.0974999999999999,0.09,0.1,0.003975,0.0039,0.004,0.0007499999999999,0.0006,0.0008,0.0002,0.5,2.149295774647887,13.423447183098592,5.82,6.06,5.9729577464788735,0.05,0.066,0.0556056338028169,4.64,4.78,4.686725352112676,0.0620399557069136,0.024,0.025,0.0242922535211267
0,1,0,0.1575,0.15,0.16,0.0875,0.06,0.1,0.003925,0.0038,0.004,0.00065,0.0004,0.0008,0.0004,2.0,5.242105263157895,13.276053508771929,4.76,4.89,4.8395438596491225,0.029,0.035,0.0311719298245614,6.01,6.9,6.463719298245614,0.2988773450898485,0.075,0.086,0.0817403508771929
1,1,0,0.12,0.12,0.12,0.08,0.08,0.08,0.0033,0.0033,0.0033,0.0011,0.0011,0.0011,0.0,0.5,4.229370629370629,13.425593531468532,5.04,5.63,5.414755244755244,0.055,0.067,0.0585664335664335,4.33,4.76,4.517902097902098,0.1578000206650763,0.022,0.023,0.0221258741258741
1,1,0,0.13,0.13,0.13,0.1099999999999999,0.1099999999999999,0.1099999999999999,0.004,0.004,0.004,0.0008,0.0008,0.0008,0.0,0.5,4.289454545454545,13.786028181818182,5.38,5.64,5.616363636363636,0.05,0.062,0.0535781818181818,4.48,4.78,4.589454545454546,0.1390192207188044,0.024,0.027,0.0260145454545454
0,1,0,0.1315,0.1,0.16,0.0825,0.06,0.1,0.003725,0.0036,0.0039,0.0008799999999999,0.0004,0.0013,0.0009,1.0,4.414503816793893,13.26430534351145,5.12,5.72,5.550534351145038,0.045,0.054,0.047854961832061,4.41,4.72,4.691221374045801,0.0693817569711495,0.024,0.026,0.024412213740458
1,1,0,0.1325,0.1,0.16,0.065,0.06,0.07,0.0036999999999999,0.0034,0.0038,0.00045,0.0004,0.0005,0.0001,1.0,4.185365853658536,13.785977642276425,5.12,6.28,6.237073170731708,0.057,0.069,0.0606097560975609,4.32,5.22,4.81609756097561,0.2687192120649403,0.023,0.025,0.0246666666666666
0,1,0,0.1375,0.13,0.16,0.1124999999999999,0.09,0.12,0.003975,0.0036,0.0041,0.000875,0.0008,0.0009,9.999999999999994e-05,1.0,4.483044982698962,13.295115051903114,5.12,5.72,5.503564013840831,0.045,0.054,0.0474602076124567,4.41,4.72,4.652802768166089,0.1177277603110923,0.024,0.026,0.0246055363321799
0,1,0,0.1525,0.15,0.16,0.085,0.04,0.1,0.00385,0.0034,0.004,0.000725,0.0005,0.0008,0.0003,1.0,3.234042553191489,13.487925531914891,5.72,6.3,6.107198581560284,0.053,0.057,0.0543794326241134,4.94,4.96,4.943333333333333,0.00746681070866,0.022,0.023,0.0227624113475177
0,1,0,0.15,0.15,0.15,0.06,0.06,0.06,0.0039,0.0039,0.0039,0.0004,0.0004,0.0004,0.0,2.0,5.042904290429043,13.302801155115512,4.76,4.89,4.834191419141914,0.029,0.035,0.0314620462046204,6.01,6.9,6.380957095709571,0.3006286043539026,0.075,0.086,0.0806501650165016
1,1,0,0.17,0.17,0.17,0.13,0.13,0.13,0.004,0.004,0.004,0.0007,0.0007,0.0007,0.0,0.5,3.840727272727273,13.494392727272729,5.24,5.82,5.640727272727273,0.054,0.062,0.0558654545454545,4.5,4.61,4.584290909090909,0.0395197782541633,0.022,0.024,0.0235781818181818
1,1,0,0.137,0.1,0.17,0.069,0.04,0.13,0.00348,0.0032,0.004,0.00053,0.0004,0.0007,0.0003,1.0,3.111111111111111,13.500794444444445,5.72,6.3,6.129037037037037,0.053,0.057,0.0543259259259259,4.94,4.96,4.943851851851853,0.0079013607773662,0.022,0.023,0.0228148148148148
1,1,0,0.125,0.1,0.15,0.05,0.02,0.07,0.0032,0.0028,0.0034,0.0004,0.0002,0.0005,0.0003,0.5,4.1258964143426295,13.441061752988048,5.04,5.63,5.391792828685259,0.055,0.067,0.0575219123505976,4.33,4.76,4.489282868525896,0.1401380878467328,0.022,0.023,0.0221314741035856
1,1,0,0.1325,0.1,0.15,0.0725,0.04,0.09,0.0035499999999999,0.0032,0.0038,0.000575,0.0004,0.0007,0.0003,1.0,3.8967272727272726,13.786873636363635,5.12,6.28,6.025018181818182,0.057,0.069,0.0591818181818181,4.32,5.22,4.685236363636363,0.284071413584552,0.023,0.025,0.0244036363636363
0,1,0,0.1125,0.11,0.12,0.075,0.07,0.09,0.0039,0.0038,0.0042,0.000425,0.0002,0.0005,0.0003,0.5,3.649645390070922,13.51744680851064,5.24,5.82,5.616737588652483,0.054,0.062,0.0553971631205673,4.5,4.61,4.575177304964539,0.045048061908131,0.022,0.024,0.0237163120567375
0,1,0,0.1125,0.1,0.15,0.08,0.08,0.08,0.00465,0.0042,0.0048,0.000325,0.0002,0.0007,0.0005,0.5,3.777704918032787,13.465065573770492,5.5,5.74,5.621180327868853,0.058,0.071,0.0616950819672131,4.68,4.82,4.7070819672131154,0.0417347100437163,0.022,0.024,0.0226688524590163
1,0,1,0.09565,0.0526,0.202,0.27075,0.252,0.277,0.0002249999999999,0.0002,0.0003,0.00435,0.0027,0.0049,0.0021999999999999,2.0,5.015384615384615,13.317986538461538,4.76,4.89,4.845230769230769,0.029,0.035,0.031,6.01,6.9,6.33276923076923,0.2528265399068298,0.075,0.086,0.0802307692307692
0,1,0,0.1275,0.12,0.15,0.0824999999999999,0.06,0.09,0.0041249999999999,0.0039,0.0042,0.00025,0.0002,0.0004,0.0002,2.0,4.928571428571429,13.32326607142857,4.76,4.89,4.839142857142856,0.029,0.035,0.0312857142857142,6.01,6.9,6.309714285714286,0.2574368916845551,0.075,0.086,0.0798571428571428
1,1,0,0.14,0.11,0.17,0.075,0.06,0.09,0.0037,0.0033,0.0041,0.0007,0.0002,0.0012,0.0009999999999999,2.0,4.969924812030075,13.324957706766916,4.76,4.89,4.843082706766917,0.029,0.035,0.0311127819548872,6.01,6.9,6.305413533834587,0.2432190138985954,0.075,0.086,0.0798646616541353
1,1,0,0.165,0.16,0.17,0.0899999999999999,0.0899999999999999,0.09,0.004,0.0039,0.0041,0.00105,0.0009,0.0012,0.0002999999999999,0.5,4.253090909090909,13.47912,5.04,5.63,5.3096,0.055,0.067,0.0564290909090909,4.33,4.76,4.437854545454546,0.1152786877356422,0.022,0.023,0.0222945454545454
0,1,0,0.15,0.15,0.15,0.08,0.08,0.08,0.0042,0.0042,0.0042,0.0007,0.0007,0.0007,0.0,0.5,3.7978260869565217,13.477017210144927,5.5,5.74,5.616521739130435,0.058,0.071,0.061141304347826,4.68,4.82,4.699782608695653,0.0303427065684196,0.022,0.024,0.0226739130434782
0,1,0,0.1675,0.1,0.19,0.08,0.08,0.08,0.004275,0.0041,0.0048,0.0008,0.0002,0.001,0.0008,0.5,2.6714285714285717,13.502405612244898,5.82,6.06,5.908979591836735,0.05,0.066,0.0537278911564625,4.64,4.78,4.664795918367347,0.0331681904390878,0.024,0.025,0.0240374149659863
1,1,0,0.145,0.14,0.16,0.0849999999999999,0.07,0.09,0.003925,0.0037,0.004,0.000725,0.0007,0.0008,0.0001,0.5,4.242748091603053,13.78588645038168,5.38,5.64,5.556641221374045,0.05,0.062,0.0504580152671755,4.48,4.78,4.561984732824428,0.1108063088465472,0.024,0.027,0.0265648854961832
0,1,0,0.1349999999999999,0.1,0.19,0.08,0.08,0.08,0.004475,0.0041,0.0048,0.000525,0.0002,0.001,0.0008,2.0,4.8618421052631575,13.361959703947369,4.76,4.89,4.832072368421052,0.029,0.035,0.0316611842105263,6.01,6.9,6.212861842105263,0.1933669897645094,0.075,0.086,0.0785690789473684
1,1,0,0.15,0.12,0.16,0.0725,0.07,0.08,0.0036,0.0033,0.0037,0.000875,0.0008,0.0011,0.0003,0.5,2.4584269662921345,13.505498127340823,5.82,6.06,5.909887640449439,0.05,0.066,0.0530262172284644,4.64,4.78,4.659213483146067,0.0262388416284445,0.024,0.025,0.0240074906367041
1,1,0,0.13,0.13,0.13,0.08,0.08,0.08,0.0039,0.0039,0.0039,0.0007,0.0007,0.0007,0.0,0.5,3.5968503937007874,13.484135826771654,5.1,6.2,5.83244094488189,0.057,0.06,0.0573543307086614,4.36,4.8,4.653858267716535,0.2070918424659915,0.022,0.023,0.0229921259842519
0,1,0,0.1799999999999999,0.1799999999999999,0.1799999999999999,0.0899999999999999,0.0899999999999999,0.0899999999999999,0.0041,0.0041,0.0041,0.0012,0.0012,0.0012,0.0,1.0,3.2746478873239435,13.564646126760564,5.97,6.3,6.159401408450704,0.053,0.057,0.0547042253521126,4.94,4.96,4.948521126760563,0.0099075003246785,0.023,0.023,0.023
0,1,0,0.1674999999999999,0.11,0.2,0.0875,0.07,0.1,0.00405,0.0038,0.0042,0.0010249999999999,0.0005,0.0012,0.0006999999999999,1.0,3.481967213114754,13.57282950819672,5.97,6.3,6.14311475409836,0.053,0.057,0.0549016393442623,4.94,4.96,4.949508196721312,0.010004313133691,0.023,0.023,0.023
1,1,0,0.1625,0.16,0.17,0.0849999999999999,0.08,0.09,0.00385,0.0037,0.0041,0.0009249999999999,0.0008,0.0012,0.0003999999999999,1.0,5.659143968871596,13.069269455252918,5.3,5.6,5.478599221789883,0.058,0.059,0.0584046692607003,4.2,4.4,4.319066147859922,0.0983571274164655,0.022,0.023,0.0225953307392996
1,1,0,0.1375,0.11,0.16,0.0774999999999999,0.06,0.09,0.00375,0.0033,0.004,0.0006,0.0002,0.0008,0.0006,0.5,4.347598253275109,13.785632096069868,5.38,5.64,5.553711790393013,0.05,0.05,0.05,4.48,4.7,4.553013100436682,0.1038221522667964,0.026,0.027,0.0266681222707423
1,1,0,0.13,0.1,0.16,0.08,0.08,0.08,0.00365,0.0036,0.0037,0.0007,0.0006,0.0008,0.0002,2.0,4.953846153846154,13.374107692307692,4.76,4.89,4.835999999999999,0.029,0.035,0.0314923076923076,6.01,6.34,6.202923076923077,0.1629337509155404,0.075,0.081,0.0785076923076923
0,1,0,0.105,0.09,0.15,0.05,0.03,0.11,0.003475,0.0032,0.0043,0.0005,0.0002,0.0014,0.0012,0.5,3.355956678700361,13.52138357400722,5.1,6.2,5.640072202166065,0.057,0.058,0.0575090252707581,4.36,4.8,4.576028880866426,0.2203622821509097,0.023,0.023,0.023
0,1,0,0.1475,0.13,0.16,0.07,0.06,0.08,0.0038,0.0034,0.004,0.0008,0.0004,0.0014,0.001,0.5,3.429787234042553,13.527835106382978,5.5,5.67,5.578971631205674,0.058,0.062,0.0598581560283687,4.68,4.7,4.689290780141843,0.0099925516795724,0.022,0.024,0.0230709219858156
1,1,0,0.14,0.1,0.17,0.0774999999999999,0.05,0.09,0.0038,0.0036,0.004,0.0007,0.0006,0.0009,0.0003,1.0,5.6734375,13.069138671875,5.3,5.6,5.449999999999999,0.058,0.059,0.0584999999999999,4.2,4.4,4.300000000000001,0.1001958865736239,0.022,0.023,0.0225
1,1,0,0.1365,0.12,0.16,0.1015,0.08,0.15,0.004005,0.0037,0.0048,0.00077,0.0006,0.001,0.0004,1.0,5.664313725490197,13.06913725490196,5.3,5.6,5.444705882352941,0.058,0.059,0.0585176470588235,4.2,4.4,4.296470588235295,0.1001342313548308,0.022,0.023,0.0224823529411764
1,1,0,0.1175,0.1,0.13,0.0825,0.08,0.09,0.00355,0.0033,0.004,0.00085,0.0006,0.0011,0.0005,0.5,2.7865470852017937,13.55288789237668,5.82,5.96,5.897219730941703,0.05,0.058,0.0535874439461883,4.64,4.69,4.662421524663677,0.0249226168750216,0.024,0.024,0.024
1,1,0,0.1225,0.1,0.13,0.0875,0.08,0.09,0.0039,0.0036,0.004,0.0006,0.0006,0.0006,0.0,1.0,3.811788617886179,13.601897357723576,5.24,5.82,5.53,0.054,0.055,0.0545,4.5,4.6,4.55,0.0501019369050022,0.024,0.024,0.024
0,1,0,0.16,0.16,0.16,0.103,0.04,0.14,0.00391,0.0034,0.0041,0.0011,0.0005,0.0014,0.0009,1.0,3.659649122807018,13.614180701754384,5.76,6.3,6.101684210526316,0.053,0.057,0.0553578947368421,4.76,4.96,4.950526315789474,0.0188041286888004,0.022,0.023,0.0229929824561403
0,1,0,0.165,0.15,0.2,0.085,0.04,0.11,0.0039499999999999,0.0034,0.0043,0.0009249999999999,0.0005,0.0014,0.0009,1.0,5.588395904436861,13.069092150170649,5.18,5.6,5.409351535836177,0.058,0.064,0.058839590443686,4.2,4.4,4.280887372013652,0.0960338354199561,0.022,0.023,0.0223822525597269
0,1,0,0.0974999999999999,0.09,0.12,0.0449999999999999,0.03,0.09,0.0034499999999999,0.0032,0.0042,0.0002,0.0002,0.0002,0.0,2.0,5.051171875,13.4264921875,5.12,5.72,5.37078125,0.045,0.047,0.0461640625,4.41,4.72,4.5395703125,0.1531992517052176,0.024,0.026,0.0251640625
1,1,0,0.1425,0.13,0.18,0.0949999999999999,0.09,0.11,0.003475,0.0032,0.0043,0.000275,0.0002,0.0005,0.0003,2.0,5.306666666666667,13.426395555555557,4.76,4.89,4.820666666666666,0.029,0.035,0.0322,6.01,6.34,6.164,0.1650000000000011,0.075,0.081,0.0778
1,1,0,0.146,0.11,0.18,0.0904999999999999,0.06,0.11,0.0037449999999999,0.0032,0.0043,0.00037,0.0002,0.0007,0.0005,1.0,3.655510204081633,13.56024081632653,5.1,6.2,5.548979591836734,0.057,0.058,0.0575918367346938,4.36,4.8,4.539591836734694,0.2166999056608362,0.023,0.023,0.023
1,1,0,0.16,0.16,0.16,0.0899999999999999,0.0899999999999999,0.0899999999999999,0.0042,0.0042,0.0042,0.0008,0.0008,0.0008,0.0,1.0,5.628571428571429,13.068896825396823,5.3,5.6,5.417857142857143,0.058,0.059,0.0586071428571428,4.2,4.4,4.2785714285714285,0.0978714848510782,0.022,0.023,0.0223928571428571
1,1,0,0.15,0.13,0.18,0.0949999999999999,0.09,0.11,0.003725,0.0032,0.0043,0.000425,0.0002,0.0008,0.0006,1.0,4.690688259109312,13.787300607287449,5.12,6.28,5.5849392712550605,0.057,0.057,0.057,4.32,4.65,4.452267206477733,0.1620490034834188,0.023,0.025,0.0238016194331983
0,1,0,0.16,0.16,0.16,0.1275,0.09,0.14,0.0039,0.0036,0.004,0.000875,0.0008,0.0009,9.999999999999994e-05,0.5,3.508695652173913,13.585191699604742,5.82,5.96,5.8698023715415015,0.05,0.058,0.0551541501976284,4.64,4.69,4.672213438735177,0.023984160969564,0.024,0.024,0.024
0,1,0,0.145,0.11,0.16,0.09,0.07,0.11,0.003825,0.0036,0.0043,0.000875,0.0005,0.0014,0.0009,0.5,4.124505928853755,13.585277667984188,5.04,5.39,5.161739130434783,0.055,0.056,0.0556521739130434,4.33,4.44,4.368260869565217,0.0524947005113922,0.022,0.023,0.0226521739130434
0,1,0,0.169,0.16,0.17,0.118,0.1,0.12,0.00493,0.0043,0.005,0.00109,0.001,0.0011,0.0001,1.0,4.17193675889328,13.786225296442687,5.38,5.64,5.465296442687747,0.05,0.057,0.0500553359683794,4.48,4.7,4.626403162055336,0.1037324641418784,0.024,0.027,0.0263122529644268
1,1,0,0.1325,0.11,0.19,0.0974999999999999,0.08,0.11,0.003925,0.0036,0.0041,0.00055,0.0002,0.001,0.0008,0.5,4.056175298804781,13.585253984063744,5.04,5.39,5.155458167330678,0.055,0.056,0.0556733067729083,4.33,4.76,4.367649402390438,0.0573171230056188,0.022,0.023,0.0226693227091633
1,1,0,0.12,0.12,0.12,0.0899999999999999,0.0899999999999999,0.0899999999999999,0.0036,0.0036,0.0036,0.0002,0.0002,0.0002,0.0,1.0,5.131135531135531,13.069358974358972,5.18,5.6,5.378461538461538,0.058,0.064,0.0591428571428571,4.2,4.4,4.268131868131868,0.0901947902814992,0.022,0.023,0.0222967032967032
1,1,0,0.1324999999999999,0.09,0.18,0.0575,0.03,0.11,0.003525,0.0032,0.0043,0.0004,0.0002,0.0007,0.0005,0.5,3.405263157894737,13.56291093117409,5.21,5.67,5.546923076923076,0.053,0.062,0.0591336032388664,4.68,4.72,4.686720647773279,0.0101299934382191,0.022,0.024,0.0233603238866396
1,1,0,0.1615,0.12,0.19,0.0955,0.08,0.11,0.004005,0.0036,0.0043,0.00052,0.0002,0.001,0.0008,1.0,4.046341463414634,13.786035569105692,5.38,5.64,5.458211382113821,0.05,0.057,0.0501138211382113,4.48,4.7,4.630894308943089,0.1017480532237684,0.024,0.027,0.0262682926829268
1,1,0,0.15,0.15,0.15,0.07,0.07,0.07,0.0043,0.0043,0.0043,0.0006,0.0006,0.0006,0.0,1.0,4.564727272727272,13.62134909090909,5.24,5.82,5.411672727272728,0.054,0.061,0.055450909090909,4.5,4.71,4.552109090909091,0.0727102219561162,0.022,0.024,0.02376
0,1,0,0.157,0.13,0.16,0.1099999999999999,0.1,0.12,0.0042,0.0041,0.0043,0.00115,0.0009,0.0014,0.0005,1.0,4.453125,13.6334375,5.24,5.82,5.4024609375,0.054,0.061,0.05523046875,4.5,4.71,4.5433984375,0.0660939129639207,0.022,0.024,0.0238359375
0,1,0,0.145,0.13,0.16,0.12,0.12,0.12,0.0041,0.0041,0.0041,0.00115,0.0009,0.0014,0.0005,0.5,3.435483870967742,13.561671370967742,5.21,5.67,5.525161290322581,0.053,0.062,0.0587096774193548,4.68,4.72,4.687741935483871,0.0121287766138913,0.022,0.024,0.0233548387096774
0,1,0,0.1375,0.11,0.16,0.0625,0.04,0.1,0.003875,0.0034,0.0049,0.000625,0.0005,0.001,0.0005,1.0,4.059288537549407,13.627918972332017,5.76,6.3,6.025375494071145,0.053,0.057,0.0556561264822134,4.76,4.96,4.934782608695652,0.0598514378856284,0.022,0.023,0.022897233201581
1,1,0,0.14,0.14,0.14,0.0775,0.04,0.09,0.0042,0.0042,0.0042,0.0005,0.0002,0.0006,0.0003999999999999,1.0,4.62992125984252,13.429032480314962,5.12,5.72,5.265826771653543,0.045,0.052,0.0470944881889763,4.41,4.72,4.491811023622048,0.1281329430837213,0.024,0.026,0.0253228346456692
1,1,0,0.145,0.14,0.15,0.055,0.04,0.07,0.0042499999999999,0.0042,0.0043,0.0004,0.0002,0.0006,0.0003999999999999,0.5,3.923357664233577,13.555601277372263,5.56,5.96,5.804087591240876,0.05,0.059,0.0564817518248175,4.57,4.69,4.658394160583942,0.0453917998862338,0.023,0.024,0.0238248175182481
0,1,0,0.14,0.1,0.16,0.0899999999999999,0.03,0.11,0.003975,0.0033,0.0043,0.001075,0.0006,0.0014,0.0008,1.0,4.662650602409639,13.432214859437751,5.12,5.72,5.262971887550201,0.045,0.052,0.0470522088353413,4.41,4.72,4.489759036144578,0.1277533148072049,0.024,0.026,0.0253493975903614
1,1,0,0.1225,0.09,0.17,0.065,0.05,0.09,0.003975,0.0037,0.0042,0.000475,0.0003,0.0007,0.0004,0.5,3.644444444444445,13.55062685185185,5.04,5.39,5.158740740740741,0.055,0.056,0.0558148148148148,4.33,4.76,4.433185185185185,0.1652424234746164,0.022,0.023,0.0226222222222222
1,1,0,0.1025,0.09,0.14,0.0549999999999999,0.04,0.06,0.00405,0.004,0.0042,0.000275,0.0002,0.0003,9.999999999999996e-05,1.0,4.181818181818182,13.784565454545456,5.12,6.28,5.4304,0.057,0.06,0.0576218181818181,4.32,4.65,4.446327272727273,0.1586115687077581,0.022,0.025,0.0231563636363636
0,1,0,0.125,0.1,0.15,0.08,0.03,0.13,0.0042,0.0033,0.0051,0.0008,0.0007,0.0009,0.0001999999999999,1.0,4.055084745762712,13.784079449152545,5.12,6.28,5.382203389830509,0.057,0.06,0.0573177966101694,4.32,4.65,4.4140254237288135,0.1481269703696235,0.022,0.025,0.0232584745762711
0,1,0,0.132,0.09,0.16,0.0479999999999999,0.03,0.06,0.00332,0.0032,0.0034,0.0004399999999999,0.0002,0.0006,0.0003999999999999,1.0,3.7735849056603774,13.516384905660376,5.1,6.2,5.324830188679245,0.057,0.06,0.0583358490566037,4.36,4.8,4.469584905660377,0.1580474413291527,0.022,0.023,0.022766037735849
1,1,0,0.146,0.11,0.17,0.074,0.05,0.11,0.00382,0.0037,0.004,0.00062,0.0005,0.0007,0.0001999999999999,1.0,3.645985401459854,13.506148722627737,5.1,6.2,5.323065693430657,0.057,0.06,0.058412408759124,4.36,4.8,4.471605839416059,0.1544112466089491,0.022,0.023,0.0227335766423357
1,1,0,0.139,0.13,0.14,0.035,0.03,0.08,0.00354,0.0035,0.0039,0.00043,0.0004,0.0007,0.0003,1.0,3.882978723404255,13.06909840425532,5.18,5.6,5.30063829787234,0.058,0.064,0.0603191489361702,4.2,4.4,4.252127659574469,0.0696642533886416,0.022,0.023,0.0221170212765957
0,1,0,0.1374999999999999,0.09,0.18,0.075,0.03,0.13,0.004325,0.0032,0.0051,0.000675,0.0002,0.0009,0.0007,0.5,3.4623430962343096,13.538397489539747,5.21,5.67,5.475439330543933,0.053,0.062,0.0577196652719665,4.68,4.72,4.689205020920502,0.0151946687320816,0.022,0.024,0.0234058577405857
1,1,0,0.1699999999999999,0.14,0.18,0.0974999999999999,0.03,0.12,0.0044,0.0035,0.0047,0.000625,0.0004,0.0007,0.0003,1.0,3.984251968503937,13.784176181102362,5.12,6.28,5.352125984251969,0.057,0.06,0.0577086614173228,4.32,4.65,4.429370078740157,0.1531887571158975,0.022,0.025,0.0229685039370078
1,1,0,0.145,0.11,0.18,0.1,0.08,0.12,0.0042,0.0039,0.0047,0.000675,0.0005,0.0008,0.0003,1.0,3.863013698630137,13.55171660958904,5.24,5.82,5.332191780821918,0.054,0.061,0.056972602739726,4.5,4.71,4.58013698630137,0.0976492517087111,0.022,0.024,0.0233150684931506
0,1,0,0.16,0.16,0.16,0.06,0.06,0.06,0.0034,0.0034,0.0034,0.0006,0.0006,0.0006,0.0,1.0,4.231372549019608,13.386983333333331,5.12,5.72,5.186039215686275,0.045,0.052,0.0481843137254901,4.41,4.72,4.459764705882353,0.085903853101985,0.024,0.026,0.0253176470588235
0,1,0,0.1225,0.09,0.15,0.06,0.03,0.13,0.003675,0.0032,0.0051,0.000475,0.0002,0.0009,0.0007,1.0,3.5601659751037342,13.784670124481329,5.38,5.64,5.397261410788381,0.05,0.057,0.051655601659751,4.48,4.7,4.6428215767634855,0.0873994977054805,0.024,0.027,0.0255933609958506
1,1,0,0.15,0.15,0.15,0.08,0.08,0.08,0.0045,0.0045,0.0045,0.0008,0.0008,0.0008,0.0,1.0,3.909090909090909,13.502088181818182,5.56,5.96,5.734836363636363,0.05,0.059,0.0580290909090909,4.57,4.69,4.646109090909091,0.0566760781702616,0.023,0.024,0.023650909090909
0,1,0,0.14,0.12,0.15,0.0625,0.02,0.1,0.0037749999999999,0.0028,0.0049,0.00065,0.0002,0.001,0.0008,1.0,4.136690647482014,13.35784892086331,5.12,5.72,5.1703597122302165,0.045,0.052,0.0487266187050359,4.41,4.72,4.4571223021582735,0.0696483649160201,0.024,0.026,0.0252086330935251
0,1,0,0.1275,0.12,0.15,0.0274999999999999,0.02,0.03,0.003175,0.0028,0.0033,0.000425,0.0002,0.0005,0.0003,1.0,3.523809523809524,13.78480257936508,5.38,5.64,5.387222222222222,0.05,0.057,0.0521388888888888,4.48,4.7,4.638888888888889,0.0868320008411373,0.024,0.027,0.0254166666666666
1,1,0,0.135,0.13,0.15,0.0775,0.07,0.1,0.003775,0.0037,0.004,0.000525,0.0005,0.0006,9.999999999999994e-05,1.0,3.658181818181818,13.541920909090909,5.24,5.82,5.293854545454545,0.054,0.061,0.0572836363636363,4.5,4.71,4.580909090909091,0.1019924272141037,0.022,0.024,0.0232363636363636
1,1,0,0.145,0.13,0.15,0.0925,0.07,0.1,0.003925,0.0037,0.004,0.000575,0.0005,0.0006,9.999999999999994e-05,1.0,3.453608247422681,13.48195704467354,5.04,5.39,5.158831615120275,0.055,0.056,0.0559931271477663,4.33,4.76,4.509553264604811,0.2118509717279193,0.022,0.023,0.0225773195876288
0,1,0,0.1425,0.09,0.18,0.04,0.03,0.07,0.003575,0.0032,0.0045,0.0006,0.0002,0.0008,0.0006,1.0,3.7044534412955463,13.06942813765182,5.18,5.3,5.25919028340081,0.059,0.064,0.0607004048582996,4.2,4.3,4.234008097165992,0.0474698014319679,0.022,0.022,0.022
0,1,0,0.12,0.12,0.12,0.03,0.03,0.03,0.0033,0.0033,0.0033,0.0005,0.0005,0.0005,0.0,1.0,3.5650557620817844,13.06946189591078,5.18,5.3,5.25271375464684,0.059,0.064,0.0609702602230483,4.2,4.3,4.239405204460967,0.048955692453061,0.022,0.022,0.022
0,1,0,0.1325,0.1,0.16,0.065,0.06,0.07,0.0036999999999999,0.0034,0.0038,0.00045,0.0004,0.0005,0.0001,1.0,3.788679245283019,13.784296226415094,5.12,5.6,5.312,0.057,0.06,0.0582,4.32,4.64,4.448,0.1570639707542458,0.022,0.023,0.0226
0,1,0,0.14,0.12,0.15,0.0625,0.03,0.1,0.003925,0.0033,0.0049,0.00085,0.0007,0.001,0.0003,1.0,4.041152263374485,13.784606995884774,5.12,5.6,5.285925925925926,0.057,0.06,0.058037037037037,4.32,4.64,4.4306172839506175,0.1525026406411037,0.022,0.023,0.0226543209876543
